Day,lotType,lotSpaces,lotVacancy,lotOccupied,percentCapacity
969,lot5,2200,888,1312.0,0.5963636363636363
969,lot6,1337,634,703.0,0.5258040388930442
970,lot2_general,1219,430,789.0,0.6472518457752255
970,lot2_premium,324,182,142.0,0.4382716049382716
970,lot3,1192,516,676.0,0.5671140939597316
970,lot4_general,1430,1067,363.0,0.25384615384615383
970,lot4_premium,352,152,200.0,0.5681818181818182
970,lot5,2200,1060,1140.0,0.5181818181818182
970,lot6,1337,727,610.0,0.456245325355273
971,lot2_general,1219,412,807.0,0.6620180475799836
971,lot2_premium,324,174,150.0,0.46296296296296297
971,lot3,1192,484,708.0,0.5939597315436241
971,lot4_general,1430,1005,425.0,0.2972027972027972
971,lot4_premium,352,109,243.0,0.6903409090909091
971,lot5,2200,1039,1161.0,0.5277272727272727
971,lot6,1337,721,616.0,0.4607329842931937
972,lot2_general,1219,460,759.0,0.6226415094339622
972,lot2_premium,324,159,165.0,0.5092592592592593
972,lot3,1192,477,715.0,0.5998322147651006
972,lot4_general,1430,1018,412.0,0.2881118881118881
972,lot4_premium,352,99,253.0,0.71875
972,lot5,2200,1172,1028.0,0.4672727272727273
972,lot6,1337,839,498.0,0.3724756918474196
973,lot2_general,1219,534,685.0,0.5619360131255127
973,lot2_premium,324,202,122.0,0.3765432098765432
973,lot3,1192,585,607.0,0.5092281879194631
973,lot4_general,1430,1104,326.0,0.22797202797202798
973,lot4_premium,352,82,270.0,0.7670454545454546
973,lot5,2200,1364,836.0,0.38
973,lot6,1337,1026,311.0,0.23261032161555723
974,lot2_general,1219,608,611.0,0.5012305168170632
974,lot2_premium,324,214,110.0,0.3395061728395062
974,lot3,1192,638,554.0,0.46476510067114096
974,lot4_general,1430,1049,381.0,0.2664335664335664
974,lot4_premium,352,104,248.0,0.7045454545454546
974,lot5,2200,1579,621.0,0.2822727272727273
974,lot6,1337,855,482.0,0.3605086013462977
975,lot2_general,1219,707,512.0,0.4200164068908942
975,lot2_premium,324,202,122.0,0.3765432098765432
975,lot3,1192,720,472.0,0.3959731543624161
975,lot4_general,1430,963,467.0,0.3265734265734266
975,lot4_premium,352,49,303.0,0.8607954545454546
975,lot5,2200,1702,498.0,0.22636363636363635
975,lot6,1337,861,476.0,0.35602094240837695
976,lot2_general,1219,744,475.0,0.3896636587366694
976,lot2_premium,324,209,115.0,0.3549382716049383
976,lot3,1192,747,445.0,0.3733221476510067
976,lot4_general,1430,870,560.0,0.3916083916083916
976,lot4_premium,352,32,320.0,0.9090909090909091
976,lot5,2200,1820,380.0,0.17272727272727273
976,lot6,1337,775,562.0,0.42034405385190726
977,lot2_general,1219,702,517.0,0.42411812961443807
977,lot2_premium,324,208,116.0,0.35802469135802467
977,lot3,1192,716,476.0,0.39932885906040266
977,lot4_general,1430,727,703.0,0.4916083916083916
977,lot4_premium,352,23,329.0,0.9346590909090909
977,lot5,2200,1910,290.0,0.1318181818181818
977,lot6,1337,715,622.0,0.46522064323111445
978,lot2_general,1219,666,553.0,0.45365053322395404
978,lot2_premium,324,203,121.0,0.3734567901234568
978,lot3,1192,681,511.0,0.4286912751677852
978,lot4_general,1430,768,662.0,0.46293706293706294
978,lot4_premium,352,55,297.0,0.84375
978,lot5,2200,2001,199.0,0.09045454545454545
978,lot6,1337,718,619.0,0.46297681376215405
979,lot2_general,1219,654,565.0,0.4634946677604594
979,lot2_premium,324,174,150.0,0.46296296296296297
979,lot3,1192,675,517.0,0.4337248322147651
979,lot4_general,1430,855,575.0,0.4020979020979021
979,lot4_premium,352,76,276.0,0.7840909090909091
979,lot5,2200,2051,149.0,0.06772727272727273
979,lot6,1337,602,735.0,0.5497382198952879
980,lot2_general,1219,702,517.0,0.42411812961443807
980,lot2_premium,324,198,126.0,0.3888888888888889
980,lot3,1192,724,468.0,0.3926174496644295
980,lot4_general,1430,820,610.0,0.42657342657342656
980,lot4_premium,352,61,291.0,0.8267045454545454
980,lot5,2200,2074,126.0,0.057272727272727274
980,lot6,1337,669,668.0,0.49962602842183995
981,lot2_general,1219,620,599.0,0.4913863822805578
981,lot2_premium,324,177,147.0,0.4537037037037037
981,lot3,1192,698,494.0,0.41442953020134227
981,lot4_general,1430,529,901.0,0.6300699300699301
981,lot4_premium,352,18,334.0,0.9488636363636364
981,lot5,2200,2135,65.0,0.029545454545454545
981,lot6,1337,593,744.0,0.556469708302169
982,lot2_general,1219,628,591.0,0.48482362592288764
982,lot2_premium,324,168,156.0,0.48148148148148145
982,lot3,1192,721,471.0,0.3951342281879195
982,lot4_general,1430,326,1104.0,0.772027972027972
982,lot4_premium,352,14,338.0,0.9602272727272727
982,lot5,2200,2151,49.0,0.022272727272727274
982,lot6,1337,585,752.0,0.56245325355273
983,lot2_general,1219,586,633.0,0.5192780968006563
983,lot2_premium,324,151,173.0,0.5339506172839507
983,lot3,1192,707,485.0,0.40687919463087246
983,lot4_general,1430,287,1143.0,0.7993006993006992
983,lot4_premium,352,23,329.0,0.9346590909090909
983,lot5,2200,2162,38.0,0.017272727272727273
983,lot6,1337,545,792.0,0.5923709798055348
984,lot2_general,1219,565,654.0,0.5365053322395406
984,lot2_premium,324,145,179.0,0.5524691358024691
984,lot3,1192,628,564.0,0.47315436241610737
984,lot4_general,1430,355,1075.0,0.7517482517482518
984,lot4_premium,352,30,322.0,0.9147727272727273
984,lot5,2200,2167,33.0,0.015
984,lot6,1337,498,839.0,0.6275243081525804
985,lot2_general,1219,566,653.0,0.5356849876948319
985,lot2_premium,324,166,158.0,0.4876543209876543
985,lot3,1192,513,679.0,0.5696308724832215
985,lot4_general,1430,495,935.0,0.6538461538461539
985,lot4_premium,352,40,312.0,0.8863636363636364
985,lot5,2200,2176,24.0,0.01090909090909091
985,lot6,1337,399,938.0,0.7015706806282722
986,lot2_general,1219,609,610.0,0.5004101722723544
986,lot2_premium,324,183,141.0,0.4351851851851852
986,lot3,1192,551,641.0,0.537751677852349
986,lot4_general,1430,668,762.0,0.5328671328671328
986,lot4_premium,352,26,326.0,0.9261363636363636
986,lot5,2200,2178,22.0,0.01
986,lot6,1337,410,927.0,0.6933433059087509
987,lot2_general,1219,626,593.0,0.4864643150123052
987,lot2_premium,324,186,138.0,0.42592592592592593
987,lot3,1192,470,722.0,0.6057046979865772
987,lot4_general,1430,655,775.0,0.541958041958042
987,lot4_premium,352,33,319.0,0.90625
987,lot5,2200,2183,17.0,0.007727272727272728
987,lot6,1337,425,912.0,0.6821241585639491
988,lot2_general,1219,582,637.0,0.5225594749794914
988,lot2_premium,324,152,172.0,0.5308641975308642
988,lot3,1192,620,572.0,0.4798657718120805
988,lot4_general,1430,609,821.0,0.5741258741258741
988,lot4_premium,352,26,326.0,0.9261363636363636
988,lot5,2200,2187,13.0,0.005909090909090909
988,lot6,1337,510,827.0,0.6185489902767389
989,lot2_general,1219,593,626.0,0.5135356849876949
989,lot2_premium,324,157,167.0,0.5154320987654321
989,lot3,1192,467,725.0,0.6082214765100671
989,lot4_general,1430,332,1098.0,0.7678321678321678
989,lot4_premium,352,9,343.0,0.9744318181818182
989,lot5,2200,2188,12.0,0.005454545454545455
989,lot6,1337,540,797.0,0.5961106955871354
990,lot2_general,1219,583,636.0,0.5217391304347826
990,lot2_premium,324,125,199.0,0.6141975308641975
990,lot3,1192,608,584.0,0.4899328859060403
990,lot4_general,1430,120,1310.0,0.916083916083916
990,lot4_premium,352,23,329.0,0.9346590909090909
990,lot5,2200,2189,11.0,0.005
990,lot6,1337,515,822.0,0.6148092744951383
991,lot2_general,1219,543,676.0,0.5545529122231337
991,lot2_premium,324,141,183.0,0.5648148148148148
991,lot3,1192,540,652.0,0.5469798657718121
991,lot4_general,1430,162,1268.0,0.8867132867132868
991,lot4_premium,352,16,336.0,0.9545454545454546
991,lot5,2200,2192,8.0,0.0036363636363636364
991,lot6,1337,476,861.0,0.643979057591623
992,lot2_general,1219,584,635.0,0.5209187858900738
992,lot2_premium,324,164,160.0,0.49382716049382713
992,lot3,1192,502,690.0,0.5788590604026845
992,lot4_general,1430,496,934.0,0.6531468531468532
992,lot4_premium,352,64,288.0,0.8181818181818182
992,lot5,2200,2194,6.0,0.0027272727272727275
992,lot6,1337,549,788.0,0.5893792071802543
993,lot2_general,1219,586,633.0,0.5192780968006563
993,lot2_premium,324,178,146.0,0.4506172839506173
993,lot3,1192,527,665.0,0.5578859060402684
993,lot4_general,1430,550,880.0,0.6153846153846154
993,lot4_premium,352,18,334.0,0.9488636363636364
993,lot5,2200,2194,6.0,0.0027272727272727275
993,lot6,1337,472,865.0,0.6469708302169035
994,lot2_general,1219,614,605.0,0.4963084495488105
994,lot2_premium,324,172,152.0,0.4691358024691358
994,lot3,1192,532,660.0,0.5536912751677853
994,lot4_general,1430,495,935.0,0.6538461538461539
994,lot4_premium,352,35,317.0,0.9005681818181818
994,lot5,2200,2194,6.0,0.0027272727272727275
994,lot6,1337,530,807.0,0.6035901271503366
995,lot2_general,1219,571,648.0,0.5315832649712879
995,lot2_premium,324,142,182.0,0.5617283950617284
995,lot3,1192,603,589.0,0.4941275167785235
995,lot4_general,1430,355,1075.0,0.7517482517482518
995,lot4_premium,352,30,322.0,0.9147727272727273
995,lot5,2200,2194,6.0,0.0027272727272727275
995,lot6,1337,446,891.0,0.6664173522812267
996,lot2_general,1219,569,650.0,0.5332239540607056
996,lot2_premium,324,133,191.0,0.5895061728395061
996,lot3,1192,609,583.0,0.4890939597315436
996,lot4_general,1430,70,1360.0,0.951048951048951
996,lot4_premium,352,18,334.0,0.9488636363636364
996,lot5,2200,2194,6.0,0.0027272727272727275
996,lot6,1337,498,839.0,0.6275243081525804
997,lot2_general,1219,528,691.0,0.5668580803937654
997,lot2_premium,324,125,199.0,0.6141975308641975
997,lot3,1192,552,640.0,0.5369127516778524
997,lot4_general,1430,-14,1444.0,1.0097902097902098
997,lot4_premium,352,10,342.0,0.9715909090909091
997,lot5,2200,2194,6.0,0.0027272727272727275
997,lot6,1337,477,860.0,0.6432311144353029
998,lot2_general,1219,504,715.0,0.5865463494667761
998,lot2_premium,324,107,217.0,0.6697530864197531
998,lot3,1192,557,635.0,0.5327181208053692
998,lot4_general,1430,283,1147.0,0.8020979020979021
998,lot4_premium,352,29,323.0,0.9176136363636364
998,lot5,2200,2194,6.0,0.0027272727272727275
998,lot6,1337,513,824.0,0.6163051608077786
999,lot2_general,1219,570,649.0,0.5324036095159967
999,lot2_premium,324,160,164.0,0.5061728395061729
999,lot3,1192,491,701.0,0.5880872483221476
999,lot4_general,1430,445,985.0,0.6888111888111889
999,lot4_premium,352,31,321.0,0.9119318181818182
999,lot5,2200,2195,5.0,0.0022727272727272726
999,lot6,1337,482,855.0,0.6394913986537023
1000,lot2_general,1219,573,646.0,0.5299425758818704
1000,lot2_premium,324,167,157.0,0.4845679012345679
1000,lot3,1192,496,696.0,0.5838926174496645
1000,lot4_general,1430,554,876.0,0.6125874125874126
1000,lot4_premium,352,32,320.0,0.9090909090909091
1000,lot5,2200,2195,5.0,0.0022727272727272726
1000,lot6,1337,506,831.0,0.6215407629020194
1001,lot2_general,1219,608,611.0,0.5012305168170632
1001,lot2_premium,324,162,162.0,0.5
1001,lot3,1192,562,630.0,0.5285234899328859
1001,lot4_general,1430,640,790.0,0.5524475524475524
1001,lot4_premium,352,38,314.0,0.8920454545454546
1001,lot5,2200,2195,5.0,0.0022727272727272726
1001,lot6,1337,539,798.0,0.5968586387434555
1002,lot2_general,1219,632,587.0,0.4815422477440525
1002,lot2_premium,324,163,161.0,0.49691358024691357
1002,lot3,1192,679,513.0,0.4303691275167785
1002,lot4_general,1430,372,1058.0,0.7398601398601399
1002,lot4_premium,352,17,335.0,0.9517045454545454
1002,lot5,2200,2195,5.0,0.0022727272727272726
1002,lot6,1337,548,789.0,0.5901271503365744
1003,lot2_general,1219,631,588.0,0.48236259228876127
1003,lot2_premium,324,131,193.0,0.595679012345679
1003,lot3,1192,711,481.0,0.4035234899328859
1003,lot4_general,1430,236,1194.0,0.8349650349650349
1003,lot4_premium,352,22,330.0,0.9375
1003,lot5,2200,2195,5.0,0.0022727272727272726
1003,lot6,1337,558,779.0,0.5826477187733732
1004,lot2_general,1219,585,634.0,0.5200984413453651
1004,lot2_premium,324,142,182.0,0.5617283950617284
1004,lot3,1192,702,490.0,0.4110738255033557
1004,lot4_general,1430,271,1159.0,0.8104895104895105
1004,lot4_premium,352,19,333.0,0.9460227272727273
1004,lot5,2200,2196,4.0,0.0018181818181818182
1004,lot6,1337,569,768.0,0.5744203440538519
1005,lot2_general,1219,536,683.0,0.5602953240360952
1005,lot2_premium,324,144,180.0,0.5555555555555556
1005,lot3,1192,622,570.0,0.47818791946308725
1005,lot4_general,1430,312,1118.0,0.7818181818181819
1005,lot4_premium,352,22,330.0,0.9375
1005,lot5,2200,2196,4.0,0.0018181818181818182
1005,lot6,1337,541,796.0,0.5953627524308153
1006,lot2_general,1219,519,700.0,0.5742411812961444
1006,lot2_premium,324,173,151.0,0.4660493827160494
1006,lot3,1192,535,657.0,0.5511744966442953
1006,lot4_general,1430,472,958.0,0.66993006993007
1006,lot4_premium,352,29,323.0,0.9176136363636364
1006,lot5,2200,2196,4.0,0.0018181818181818182
1006,lot6,1337,480,857.0,0.6409872849663426
1007,lot2_general,1219,523,696.0,0.5709598031173093
1007,lot2_premium,324,158,166.0,0.5123456790123457
1007,lot3,1192,549,643.0,0.5394295302013423
1007,lot4_general,1430,580,850.0,0.5944055944055944
1007,lot4_premium,352,62,290.0,0.8238636363636364
1007,lot5,2200,2196,4.0,0.0018181818181818182
1007,lot6,1337,476,861.0,0.643979057591623
1008,lot2_general,1219,567,652.0,0.534864643150123
1008,lot2_premium,324,167,157.0,0.4845679012345679
1008,lot3,1192,600,592.0,0.4966442953020134
1008,lot4_general,1430,665,765.0,0.534965034965035
1008,lot4_premium,352,68,284.0,0.8068181818181818
1008,lot5,2200,2196,4.0,0.0018181818181818182
1008,lot6,1337,507,830.0,0.6207928197456993
1009,lot2_general,1219,591,628.0,0.5151763740771124
1009,lot2_premium,324,155,169.0,0.5216049382716049
1009,lot3,1192,587,605.0,0.5075503355704698
1009,lot4_general,1430,331,1099.0,0.7685314685314686
1009,lot4_premium,352,20,332.0,0.9431818181818182
1009,lot5,2200,2196,4.0,0.0018181818181818182
1009,lot6,1337,457,880.0,0.6581899775617053
1010,lot2_general,1219,601,618.0,0.5069729286300246
1010,lot2_premium,324,142,182.0,0.5617283950617284
1010,lot3,1192,563,629.0,0.5276845637583892
1010,lot4_general,1430,14,1416.0,0.9902097902097902
1010,lot4_premium,352,14,338.0,0.9602272727272727
1010,lot5,2200,2199,1.0,0.00045454545454545455
1010,lot6,1337,423,914.0,0.6836200448765893
1011,lot2_general,1219,544,675.0,0.5537325676784249
1011,lot2_premium,324,126,198.0,0.6111111111111112
1011,lot3,1192,415,777.0,0.6518456375838926
1011,lot4_general,1430,-9,1439.0,1.0062937062937063
1011,lot4_premium,352,17,335.0,0.9517045454545454
1011,lot5,2200,2199,1.0,0.00045454545454545455
1011,lot6,1337,373,964.0,0.7210172026925954
1012,lot2_general,1219,541,678.0,0.5561936013125512
1012,lot2_premium,324,148,176.0,0.5432098765432098
1012,lot3,1192,377,815.0,0.6837248322147651
1012,lot4_general,1430,25,1405.0,0.9825174825174825
1012,lot4_premium,352,33,319.0,0.90625
1012,lot5,2200,2199,1.0,0.00045454545454545455
1012,lot6,1337,333,1004.0,0.7509349289454001
1013,lot2_general,1219,474,745.0,0.6111566858080394
1013,lot2_premium,324,165,159.0,0.49074074074074076
1013,lot3,1192,406,786.0,0.6593959731543624
1013,lot4_general,1430,325,1105.0,0.7727272727272727
1013,lot4_premium,352,15,337.0,0.9573863636363636
1013,lot5,2200,2199,1.0,0.00045454545454545455
1013,lot6,1337,302,1035.0,0.7741211667913238
1014,lot2_general,1219,532,687.0,0.5635767022149303
1014,lot2_premium,324,183,141.0,0.4351851851851852
1014,lot3,1192,357,835.0,0.700503355704698
1014,lot4_general,1430,406,1024.0,0.7160839160839161
1014,lot4_premium,352,26,326.0,0.9261363636363636
1014,lot5,2200,2200,0.0,0.0
1014,lot6,1337,296,1041.0,0.7786088257292446
1015,lot2_general,1219,622,597.0,0.48974569319114025
1015,lot2_premium,324,192,132.0,0.4074074074074074
1015,lot3,1192,464,728.0,0.610738255033557
1015,lot4_general,1430,539,891.0,0.6230769230769231
1015,lot4_premium,352,35,317.0,0.9005681818181818
1015,lot5,2200,2200,0.0,0.0
1015,lot6,1337,359,978.0,0.7314884068810771
1016,lot2_general,1219,628,591.0,0.48482362592288764
1016,lot2_premium,324,148,176.0,0.5432098765432098
1016,lot3,1192,571,621.0,0.5209731543624161
1016,lot4_general,1430,469,961.0,0.672027972027972
1016,lot4_premium,352,34,318.0,0.9034090909090909
1016,lot5,2200,2200,0.0,0.0
1016,lot6,1337,451,886.0,0.6626776364996261
1017,lot2_general,1219,677,542.0,0.4446267432321575
1017,lot2_premium,324,138,186.0,0.5740740740740741
1017,lot3,1192,637,555.0,0.46560402684563756
1017,lot4_general,1430,459,971.0,0.679020979020979
1017,lot4_premium,352,33,319.0,0.90625
1017,lot5,2200,2200,0.0,0.0
1017,lot6,1337,527,810.0,0.605833956619297
1018,lot2_general,1219,566,653.0,0.5356849876948319
1018,lot2_premium,324,123,201.0,0.6203703703703703
1018,lot3,1192,576,616.0,0.5167785234899329
1018,lot4_general,1430,114,1316.0,0.9202797202797203
1018,lot4_premium,352,13,339.0,0.9630681818181818
1018,lot5,2200,2200,0.0,0.0
1018,lot6,1337,421,916.0,0.6851159311892296
1019,lot2_general,1219,424,795.0,0.6521739130434783
1019,lot2_premium,324,122,202.0,0.6234567901234568
1019,lot3,1192,516,676.0,0.5671140939597316
1019,lot4_general,1430,66,1364.0,0.9538461538461539
1019,lot4_premium,352,13,339.0,0.9630681818181818
1019,lot5,2200,2200,0.0,0.0
1019,lot6,1337,354,983.0,0.7352281226626777
1020,lot2_general,1219,428,791.0,0.6488925348646432
1020,lot2_premium,324,145,179.0,0.5524691358024691
1020,lot3,1192,377,815.0,0.6837248322147651
1020,lot4_general,1430,190,1240.0,0.8671328671328671
1020,lot4_premium,352,15,337.0,0.9573863636363636
1020,lot5,2200,2200,0.0,0.0
1020,lot6,1337,271,1066.0,0.7973074046372476
1021,lot2_general,1219,339,880.0,0.7219031993437244
1021,lot2_premium,324,134,190.0,0.5864197530864198
1021,lot3,1192,275,917.0,0.7692953020134228
1021,lot4_general,1430,242,1188.0,0.8307692307692308
1021,lot4_premium,352,20,332.0,0.9431818181818182
1021,lot5,2200,2200,0.0,0.0
1021,lot6,1337,234,1103.0,0.824981301421092
1022,lot2_general,1219,369,850.0,0.6972928630024611
1022,lot2_premium,324,154,170.0,0.5246913580246914
1022,lot3,1192,299,893.0,0.7491610738255033
1022,lot4_general,1430,283,1147.0,0.8020979020979021
1022,lot4_premium,352,39,313.0,0.8892045454545454
1022,lot5,2200,2200,0.0,0.0
1022,lot6,1337,221,1116.0,0.8347045624532535
1023,lot2_general,1219,441,778.0,0.638228055783429
1023,lot2_premium,324,141,183.0,0.5648148148148148
1023,lot3,1192,391,801.0,0.6719798657718121
1023,lot4_general,1430,216,1214.0,0.848951048951049
1023,lot4_premium,352,27,325.0,0.9232954545454546
1023,lot5,2200,2200,0.0,0.0
1023,lot6,1337,336,1001.0,0.7486910994764397
1024,lot2_general,1219,531,688.0,0.5643970467596391
1024,lot2_premium,324,129,195.0,0.6018518518518519
1024,lot3,1192,418,774.0,0.6493288590604027
1024,lot4_general,1430,-13,1443.0,1.009090909090909
1024,lot4_premium,352,12,340.0,0.9659090909090909
1024,lot5,2200,2200,0.0,0.0
1024,lot6,1337,350,987.0,0.7382198952879581
1025,lot2_general,1219,459,760.0,0.623461853978671
1025,lot2_premium,324,130,194.0,0.5987654320987654
1025,lot3,1192,242,950.0,0.7969798657718121
1025,lot4_general,1430,-32,1462.0,1.0223776223776224
1025,lot4_premium,352,14,338.0,0.9602272727272727
1025,lot5,2200,2200,0.0,0.0
1025,lot6,1337,305,1032.0,0.7718773373223635
1026,lot2_general,1219,409,810.0,0.6644790812141099
1026,lot2_premium,324,139,185.0,0.5709876543209876
1026,lot3,1192,216,976.0,0.8187919463087249
1026,lot4_general,1430,18,1412.0,0.9874125874125874
1026,lot4_premium,352,14,338.0,0.9602272727272727
1026,lot5,2200,2200,0.0,0.0
1026,lot6,1337,273,1064.0,0.7958115183246073
1027,lot2_general,1219,380,839.0,0.6882690730106645
1027,lot2_premium,324,166,158.0,0.4876543209876543
1027,lot3,1192,300,892.0,0.7483221476510067
1027,lot4_general,1430,271,1159.0,0.8104895104895105
1027,lot4_premium,352,13,339.0,0.9630681818181818
1027,lot5,2200,2200,0.0,0.0
1027,lot6,1337,391,946.0,0.7075542258788332
1028,lot2_general,1219,437,782.0,0.6415094339622641
1028,lot2_premium,324,157,167.0,0.5154320987654321
1028,lot3,1192,325,867.0,0.7273489932885906
1028,lot4_general,1430,320,1110.0,0.7762237762237763
1028,lot4_premium,352,23,329.0,0.9346590909090909
1028,lot5,2200,2200,0.0,0.0
1028,lot6,1337,408,929.0,0.6948391922213911
