Day,lotType,lotSpaces,lotVacancy,lotOccupied,percentCapacity
86,lot5,2200,2200,0.0,0.0
86,lot6,-1,-1,-1.0,-1.0
87,lot2_general,1219,1012,207.0,0.16981132075471697
87,lot2_premium,324,295,29.0,0.08950617283950617
87,lot3,1192,957,235.0,0.19714765100671142
87,lot4_general,1430,843,587.0,0.4104895104895105
87,lot4_premium,352,207,145.0,0.4119318181818182
87,lot5,2200,2200,0.0,0.0
87,lot6,-1,-1,-1.0,-1.0
88,lot2_general,1219,1012,207.0,0.16981132075471697
88,lot2_premium,324,295,29.0,0.08950617283950617
88,lot3,1192,957,235.0,0.19714765100671142
88,lot4_general,1430,846,584.0,0.4083916083916084
88,lot4_premium,352,207,145.0,0.4119318181818182
88,lot5,2200,2200,0.0,0.0
88,lot6,-1,-1,-1.0,-1.0
89,lot2_general,1219,951,268.0,0.21985233798195242
89,lot2_premium,324,291,33.0,0.10185185185185185
89,lot3,1192,898,294.0,0.24664429530201343
89,lot4_general,1430,779,651.0,0.4552447552447552
89,lot4_premium,352,198,154.0,0.4375
89,lot5,2200,2200,0.0,0.0
89,lot6,-1,-1,-1.0,-1.0
90,lot2_general,1219,962,257.0,0.21082854799015588
90,lot2_premium,324,295,29.0,0.08950617283950617
90,lot3,1192,848,344.0,0.28859060402684567
90,lot4_general,1430,817,613.0,0.4286713286713287
90,lot4_premium,352,192,160.0,0.45454545454545453
90,lot5,2200,2200,0.0,0.0
90,lot6,-1,-1,-1.0,-1.0
91,lot2_general,1219,1016,203.0,0.16652994257588188
91,lot2_premium,324,297,27.0,0.08333333333333333
91,lot3,1192,891,301.0,0.2525167785234899
91,lot4_general,1430,956,474.0,0.33146853146853145
91,lot4_premium,352,222,130.0,0.3693181818181818
91,lot5,2200,2200,0.0,0.0
91,lot6,-1,-1,-1.0,-1.0
92,lot2_general,1219,1020,199.0,0.16324856439704677
92,lot2_premium,324,302,22.0,0.06790123456790123
92,lot3,1192,897,295.0,0.24748322147651006
92,lot4_general,1430,949,481.0,0.33636363636363636
92,lot4_premium,352,213,139.0,0.39488636363636365
92,lot5,2200,2200,0.0,0.0
92,lot6,-1,-1,-1.0,-1.0
93,lot2_general,1219,1017,202.0,0.1657095980311731
93,lot2_premium,324,297,27.0,0.08333333333333333
93,lot3,1192,895,297.0,0.24916107382550334
93,lot4_general,1430,913,517.0,0.36153846153846153
93,lot4_premium,352,198,154.0,0.4375
93,lot5,2200,2200,0.0,0.0
93,lot6,-1,-1,-1.0,-1.0
94,lot2_general,1219,1025,194.0,0.15914684167350288
94,lot2_premium,324,299,25.0,0.07716049382716049
94,lot3,1192,865,327.0,0.27432885906040266
94,lot4_general,1430,913,517.0,0.36153846153846153
94,lot4_premium,352,207,145.0,0.4119318181818182
94,lot5,2200,2200,0.0,0.0
94,lot6,-1,-1,-1.0,-1.0
95,lot2_general,1219,995,224.0,0.1837571780147662
95,lot2_premium,324,289,35.0,0.10802469135802469
95,lot3,1192,843,349.0,0.29278523489932884
95,lot4_general,1430,867,563.0,0.39370629370629373
95,lot4_premium,352,179,173.0,0.4914772727272727
95,lot5,2200,2200,0.0,0.0
95,lot6,-1,-1,-1.0,-1.0
96,lot2_general,1219,960,259.0,0.2124692370795734
96,lot2_premium,324,289,35.0,0.10802469135802469
96,lot3,1192,774,418.0,0.35067114093959734
96,lot4_general,1430,885,545.0,0.3811188811188811
96,lot4_premium,352,179,173.0,0.4914772727272727
96,lot5,2200,2200,0.0,0.0
96,lot6,-1,-1,-1.0,-1.0
97,lot2_general,1219,946,273.0,0.2239540607054963
97,lot2_premium,324,286,38.0,0.11728395061728394
97,lot3,1192,765,427.0,0.35822147651006714
97,lot4_general,1430,865,565.0,0.3951048951048951
97,lot4_premium,352,182,170.0,0.48295454545454547
97,lot5,2200,2200,0.0,0.0
97,lot6,-1,-1,-1.0,-1.0
98,lot2_general,1219,823,396.0,0.324856439704676
98,lot2_premium,324,297,27.0,0.08333333333333333
98,lot3,1192,805,387.0,0.32466442953020136
98,lot4_general,1430,909,521.0,0.36433566433566433
98,lot4_premium,352,226,126.0,0.35795454545454547
98,lot5,2200,2200,0.0,0.0
98,lot6,-1,-1,-1.0,-1.0
99,lot2_general,1219,991,228.0,0.18703855619360132
99,lot2_premium,324,283,41.0,0.12654320987654322
99,lot3,1192,832,360.0,0.30201342281879195
99,lot4_general,1430,974,456.0,0.31888111888111886
99,lot4_premium,352,213,139.0,0.39488636363636365
99,lot5,2200,2200,0.0,0.0
99,lot6,-1,-1,-1.0,-1.0
100,lot2_general,1219,998,221.0,0.18129614438063987
100,lot2_premium,324,285,39.0,0.12037037037037036
100,lot3,1192,895,297.0,0.24916107382550334
100,lot4_general,1430,956,474.0,0.33146853146853145
100,lot4_premium,352,204,148.0,0.42045454545454547
100,lot5,2200,2200,0.0,0.0
100,lot6,-1,-1,-1.0,-1.0
101,lot2_general,1219,987,232.0,0.1903199343724364
101,lot2_premium,324,283,41.0,0.12654320987654322
101,lot3,1192,891,301.0,0.2525167785234899
101,lot4_general,1430,945,485.0,0.33916083916083917
101,lot4_premium,352,205,147.0,0.41761363636363635
101,lot5,2200,2200,0.0,0.0
101,lot6,-1,-1,-1.0,-1.0
102,lot2_general,1219,942,277.0,0.22723543888433143
102,lot2_premium,324,276,48.0,0.14814814814814814
102,lot3,1192,822,370.0,0.3104026845637584
102,lot4_general,1430,910,520.0,0.36363636363636365
102,lot4_premium,352,183,169.0,0.48011363636363635
102,lot5,2200,2200,0.0,0.0
102,lot6,-1,-1,-1.0,-1.0
103,lot2_general,1219,901,318.0,0.2608695652173913
103,lot2_premium,324,282,42.0,0.12962962962962962
103,lot3,1192,716,476.0,0.39932885906040266
103,lot4_general,1430,839,591.0,0.4132867132867133
103,lot4_premium,352,172,180.0,0.5113636363636364
103,lot5,2200,2200,0.0,0.0
103,lot6,-1,-1,-1.0,-1.0
104,lot2_general,1219,981,238.0,0.19524200164068908
104,lot2_premium,324,284,40.0,0.12345679012345678
104,lot3,1192,745,447.0,0.375
104,lot4_general,1430,834,596.0,0.4167832167832168
104,lot4_premium,352,162,190.0,0.5397727272727273
104,lot5,2200,2200,0.0,0.0
104,lot6,-1,-1,-1.0,-1.0
105,lot2_general,1219,974,245.0,0.20098441345365053
105,lot2_premium,324,285,39.0,0.12037037037037036
105,lot3,1192,819,373.0,0.31291946308724833
105,lot4_general,1430,928,502.0,0.35104895104895106
105,lot4_premium,352,202,150.0,0.42613636363636365
105,lot5,2200,2200,0.0,0.0
105,lot6,-1,-1,-1.0,-1.0
106,lot2_general,1219,990,229.0,0.1878589007383101
106,lot2_premium,324,290,34.0,0.10493827160493827
106,lot3,1192,827,365.0,0.3062080536912752
106,lot4_general,1430,853,577.0,0.4034965034965035
106,lot4_premium,352,210,142.0,0.4034090909090909
106,lot5,2200,2200,0.0,0.0
106,lot6,-1,-1,-1.0,-1.0
107,lot2_general,1219,1008,211.0,0.17309269893355209
107,lot2_premium,324,286,38.0,0.11728395061728394
107,lot3,1192,897,295.0,0.24748322147651006
107,lot4_general,1430,871,559.0,0.39090909090909093
107,lot4_premium,352,197,155.0,0.4403409090909091
107,lot5,2200,2200,0.0,0.0
107,lot6,-1,-1,-1.0,-1.0
108,lot2_general,1219,973,246.0,0.2018047579983593
108,lot2_premium,324,284,40.0,0.12345679012345678
108,lot3,1192,852,340.0,0.28523489932885904
108,lot4_general,1430,857,573.0,0.4006993006993007
108,lot4_premium,352,171,181.0,0.5142045454545454
108,lot5,2200,2200,0.0,0.0
108,lot6,-1,-1,-1.0,-1.0
109,lot2_general,1219,955,264.0,0.2165709598031173
109,lot2_premium,324,286,38.0,0.11728395061728394
109,lot3,1192,772,420.0,0.3523489932885906
109,lot4_general,1430,849,581.0,0.4062937062937063
109,lot4_premium,352,151,201.0,0.5710227272727273
109,lot5,2200,2200,0.0,0.0
109,lot6,-1,-1,-1.0,-1.0
110,lot2_general,1219,903,316.0,0.25922887612797374
110,lot2_premium,324,286,38.0,0.11728395061728394
110,lot3,1192,662,530.0,0.4446308724832215
110,lot4_general,1430,792,638.0,0.4461538461538462
110,lot4_premium,352,129,223.0,0.6335227272727273
110,lot5,2200,2200,0.0,0.0
110,lot6,-1,-1,-1.0,-1.0
111,lot2_general,1219,880,339.0,0.2780968006562756
111,lot2_premium,324,287,37.0,0.11419753086419752
111,lot3,1192,628,564.0,0.47315436241610737
111,lot4_general,1430,818,612.0,0.427972027972028
111,lot4_premium,352,114,238.0,0.6761363636363636
111,lot5,2200,2200,0.0,0.0
111,lot6,-1,-1,-1.0,-1.0
112,lot2_general,1219,976,243.0,0.19934372436423298
112,lot2_premium,324,296,28.0,0.08641975308641975
112,lot3,1192,757,435.0,0.3649328859060403
112,lot4_general,1430,965,465.0,0.32517482517482516
112,lot4_premium,352,189,163.0,0.4630681818181818
112,lot5,2200,2200,0.0,0.0
112,lot6,-1,-1,-1.0,-1.0
113,lot2_general,1219,999,220.0,0.1804757998359311
113,lot2_premium,324,293,31.0,0.09567901234567901
113,lot3,1192,792,400.0,0.33557046979865773
113,lot4_general,1430,911,519.0,0.36293706293706296
113,lot4_premium,352,166,186.0,0.5284090909090909
113,lot5,2200,2200,0.0,0.0
113,lot6,-1,-1,-1.0,-1.0
114,lot2_general,1219,999,220.0,0.1804757998359311
114,lot2_premium,324,292,32.0,0.09876543209876543
114,lot3,1192,829,363.0,0.30453020134228187
114,lot4_general,1430,913,517.0,0.36153846153846153
114,lot4_premium,352,164,188.0,0.5340909090909091
114,lot5,2200,2200,0.0,0.0
114,lot6,-1,-1,-1.0,-1.0
115,lot2_general,1219,1003,216.0,0.17719442165709598
115,lot2_premium,324,289,35.0,0.10802469135802469
115,lot3,1192,849,343.0,0.287751677852349
115,lot4_general,1430,882,548.0,0.3832167832167832
115,lot4_premium,352,167,185.0,0.5255681818181818
115,lot5,2200,2200,0.0,0.0
115,lot6,-1,-1,-1.0,-1.0
116,lot2_general,1219,979,240.0,0.19688269073010664
116,lot2_premium,324,291,33.0,0.10185185185185185
116,lot3,1192,783,409.0,0.34312080536912754
116,lot4_general,1430,855,575.0,0.4020979020979021
116,lot4_premium,352,159,193.0,0.5482954545454546
116,lot5,2200,2200,0.0,0.0
116,lot6,-1,-1,-1.0,-1.0
117,lot2_general,1219,927,292.0,0.23954060705496308
117,lot2_premium,324,285,39.0,0.12037037037037036
117,lot3,1192,694,498.0,0.41778523489932884
117,lot4_general,1430,828,602.0,0.42097902097902096
117,lot4_premium,352,133,219.0,0.6221590909090909
117,lot5,2200,2200,0.0,0.0
117,lot6,-1,-1,-1.0,-1.0
118,lot2_general,1219,908,311.0,0.2551271534044299
118,lot2_premium,324,289,35.0,0.10802469135802469
118,lot3,1192,681,511.0,0.4286912751677852
118,lot4_general,1430,773,657.0,0.45944055944055945
118,lot4_premium,352,133,219.0,0.6221590909090909
118,lot5,2200,2200,0.0,0.0
118,lot6,-1,-1,-1.0,-1.0
119,lot2_general,1219,989,230.0,0.18867924528301888
119,lot2_premium,324,295,29.0,0.08950617283950617
119,lot3,1192,806,386.0,0.3238255033557047
119,lot4_general,1430,951,479.0,0.334965034965035
119,lot4_premium,352,209,143.0,0.40625
119,lot5,2200,2200,0.0,0.0
119,lot6,-1,-1,-1.0,-1.0
120,lot2_general,1219,1010,209.0,0.17145200984413453
120,lot2_premium,324,293,31.0,0.09567901234567901
120,lot3,1192,835,357.0,0.29949664429530204
120,lot4_general,1430,974,456.0,0.31888111888111886
120,lot4_premium,352,185,167.0,0.4744318181818182
120,lot5,2200,2200,0.0,0.0
120,lot6,-1,-1,-1.0,-1.0
121,lot2_general,1219,1009,210.0,0.1722723543888433
121,lot2_premium,324,285,39.0,0.12037037037037036
121,lot3,1192,852,340.0,0.28523489932885904
121,lot4_general,1430,953,477.0,0.33356643356643356
121,lot4_premium,352,179,173.0,0.4914772727272727
121,lot5,2200,2200,0.0,0.0
121,lot6,-1,-1,-1.0,-1.0
122,lot2_general,1219,1006,213.0,0.17473338802296964
122,lot2_premium,324,291,33.0,0.10185185185185185
122,lot3,1192,823,369.0,0.30956375838926176
122,lot4_general,1430,967,463.0,0.3237762237762238
122,lot4_premium,352,191,161.0,0.45738636363636365
122,lot5,2200,2200,0.0,0.0
122,lot6,-1,-1,-1.0,-1.0
123,lot2_general,1219,999,220.0,0.1804757998359311
123,lot2_premium,324,282,42.0,0.12962962962962962
123,lot3,1192,861,331.0,0.27768456375838924
123,lot4_general,1430,955,475.0,0.3321678321678322
123,lot4_premium,352,175,177.0,0.5028409090909091
123,lot5,2200,2200,0.0,0.0
123,lot6,-1,-1,-1.0,-1.0
124,lot2_general,1219,999,220.0,0.1804757998359311
124,lot2_premium,324,282,42.0,0.12962962962962962
124,lot3,1192,861,331.0,0.27768456375838924
124,lot4_general,1430,955,475.0,0.3321678321678322
124,lot4_premium,352,175,177.0,0.5028409090909091
124,lot5,2200,2200,0.0,0.0
124,lot6,-1,-1,-1.0,-1.0
125,lot2_general,1219,786,433.0,0.35520918785890077
125,lot2_premium,324,286,38.0,0.11728395061728394
125,lot3,1192,562,630.0,0.5285234899328859
125,lot4_general,1430,733,697.0,0.4874125874125874
125,lot4_premium,352,141,211.0,0.5994318181818182
125,lot5,2200,2200,0.0,0.0
125,lot6,-1,-1,-1.0,-1.0
126,lot2_general,1219,792,427.0,0.3502871205906481
126,lot2_premium,324,294,30.0,0.09259259259259259
126,lot3,1192,631,561.0,0.47063758389261745
126,lot4_general,1430,809,621.0,0.4342657342657343
126,lot4_premium,352,193,159.0,0.45170454545454547
126,lot5,2200,2200,0.0,0.0
126,lot6,-1,-1,-1.0,-1.0
127,lot2_general,1219,941,278.0,0.2280557834290402
127,lot2_premium,324,300,24.0,0.07407407407407407
127,lot3,1192,793,399.0,0.3347315436241611
127,lot4_general,1430,1017,413.0,0.28881118881118883
127,lot4_premium,352,252,100.0,0.2840909090909091
127,lot5,2200,2200,0.0,0.0
127,lot6,-1,-1,-1.0,-1.0
128,lot2_general,1219,982,237.0,0.1944216570959803
128,lot2_premium,324,288,36.0,0.1111111111111111
128,lot3,1192,814,378.0,0.31711409395973156
128,lot4_general,1430,991,439.0,0.30699300699300697
128,lot4_premium,352,203,149.0,0.42329545454545453
128,lot5,2200,2200,0.0,0.0
128,lot6,-1,-1,-1.0,-1.0
129,lot2_general,1219,957,262.0,0.21493027071369974
129,lot2_premium,324,280,44.0,0.13580246913580246
129,lot3,1192,818,374.0,0.313758389261745
129,lot4_general,1430,938,492.0,0.34405594405594403
129,lot4_premium,352,181,171.0,0.48579545454545453
129,lot5,2200,2200,0.0,0.0
129,lot6,-1,-1,-1.0,-1.0
130,lot2_general,1219,1182,37.0,0.030352748154224774
130,lot2_premium,324,55,269.0,0.8302469135802469
130,lot3,1192,923,269.0,0.2256711409395973
130,lot4_general,1430,893,537.0,0.37552447552447554
130,lot4_premium,352,156,196.0,0.5568181818181818
130,lot5,2200,2200,0.0,0.0
130,lot6,-1,-1,-1.0,-1.0
131,lot2_general,1219,931,288.0,0.23625922887612796
131,lot2_premium,324,289,35.0,0.10802469135802469
131,lot3,1192,738,454.0,0.3808724832214765
131,lot4_general,1430,883,547.0,0.3825174825174825
131,lot4_premium,352,181,171.0,0.48579545454545453
131,lot5,2200,2200,0.0,0.0
131,lot6,-1,-1,-1.0,-1.0
132,lot2_general,1219,908,311.0,0.2551271534044299
132,lot2_premium,324,293,31.0,0.09567901234567901
132,lot3,1192,698,494.0,0.41442953020134227
132,lot4_general,1430,880,550.0,0.38461538461538464
132,lot4_premium,352,181,171.0,0.48579545454545453
132,lot5,2200,2200,0.0,0.0
132,lot6,-1,-1,-1.0,-1.0
133,lot2_general,1219,800,419.0,0.34372436423297786
133,lot2_premium,324,303,21.0,0.06481481481481481
133,lot3,1192,773,419.0,0.35151006711409394
133,lot4_general,1430,958,472.0,0.3300699300699301
133,lot4_premium,352,214,138.0,0.39204545454545453
133,lot5,2200,2200,0.0,0.0
133,lot6,-1,-1,-1.0,-1.0
134,lot2_general,1219,981,238.0,0.19524200164068908
134,lot2_premium,324,291,33.0,0.10185185185185185
134,lot3,1192,795,397.0,0.33305369127516776
134,lot4_general,1430,921,509.0,0.3559440559440559
134,lot4_premium,352,352,0.0,0.0
134,lot5,2200,2200,0.0,0.0
134,lot6,-1,-1,-1.0,-1.0
135,lot2_general,1219,990,229.0,0.1878589007383101
135,lot2_premium,324,289,35.0,0.10802469135802469
135,lot3,1192,821,371.0,0.311241610738255
135,lot4_general,1430,899,531.0,0.3713286713286713
135,lot4_premium,352,171,181.0,0.5142045454545454
135,lot5,2200,2200,0.0,0.0
135,lot6,-1,-1,-1.0,-1.0
136,lot2_general,1219,991,228.0,0.18703855619360132
136,lot2_premium,324,287,37.0,0.11419753086419752
136,lot3,1192,844,348.0,0.29194630872483224
136,lot4_general,1430,878,552.0,0.386013986013986
136,lot4_premium,352,162,190.0,0.5397727272727273
136,lot5,2200,2200,0.0,0.0
136,lot6,-1,-1,-1.0,-1.0
137,lot2_general,1219,941,278.0,0.2280557834290402
137,lot2_premium,324,290,34.0,0.10493827160493827
137,lot3,1192,772,420.0,0.3523489932885906
137,lot4_general,1430,1069,361.0,0.25244755244755246
137,lot4_premium,352,173,179.0,0.5085227272727273
137,lot5,2200,2200,0.0,0.0
137,lot6,-1,-1,-1.0,-1.0
138,lot2_general,1219,916,303.0,0.24856439704675964
138,lot2_premium,324,284,40.0,0.12345679012345678
138,lot3,1192,752,440.0,0.3691275167785235
138,lot4_general,1430,851,579.0,0.4048951048951049
138,lot4_premium,352,161,191.0,0.5426136363636364
138,lot5,2200,2200,0.0,0.0
138,lot6,-1,-1,-1.0,-1.0
139,lot2_general,1219,911,308.0,0.2526661197703035
139,lot2_premium,324,280,44.0,0.13580246913580246
139,lot3,1192,664,528.0,0.4429530201342282
139,lot4_general,1430,849,581.0,0.4062937062937063
139,lot4_premium,352,175,177.0,0.5028409090909091
139,lot5,2200,2200,0.0,0.0
139,lot6,-1,-1,-1.0,-1.0
140,lot2_general,1219,970,249.0,0.20426579163248565
140,lot2_premium,324,280,44.0,0.13580246913580246
140,lot3,1192,796,396.0,0.33221476510067116
140,lot4_general,1430,950,480.0,0.3356643356643357
140,lot4_premium,352,199,153.0,0.4346590909090909
140,lot5,2200,2200,0.0,0.0
140,lot6,-1,-1,-1.0,-1.0
141,lot2_general,1219,973,246.0,0.2018047579983593
141,lot2_premium,324,277,47.0,0.14506172839506173
141,lot3,1192,831,361.0,0.3028523489932886
141,lot4_general,1430,882,548.0,0.3832167832167832
141,lot4_premium,352,175,177.0,0.5028409090909091
141,lot5,2200,2200,0.0,0.0
141,lot6,-1,-1,-1.0,-1.0
142,lot2_general,1219,990,229.0,0.1878589007383101
142,lot2_premium,324,279,45.0,0.1388888888888889
142,lot3,1192,852,340.0,0.28523489932885904
142,lot4_general,1430,871,559.0,0.39090909090909093
142,lot4_premium,352,173,179.0,0.5085227272727273
142,lot5,2200,2200,0.0,0.0
142,lot6,-1,-1,-1.0,-1.0
143,lot2_general,1219,937,282.0,0.23133716160787532
143,lot2_premium,324,270,54.0,0.16666666666666666
143,lot3,1192,787,405.0,0.33976510067114096
143,lot4_general,1430,814,616.0,0.4307692307692308
143,lot4_premium,352,155,197.0,0.5596590909090909
143,lot5,2200,2200,0.0,0.0
143,lot6,-1,-1,-1.0,-1.0
144,lot2_general,1219,950,269.0,0.2206726825266612
144,lot2_premium,324,276,48.0,0.14814814814814814
144,lot3,1192,802,390.0,0.3271812080536913
144,lot4_general,1430,850,580.0,0.40559440559440557
144,lot4_premium,352,157,195.0,0.5539772727272727
144,lot5,2200,2200,0.0,0.0
144,lot6,-1,-1,-1.0,-1.0
145,lot2_general,1219,888,331.0,0.2715340442986054
145,lot2_premium,324,276,48.0,0.14814814814814814
145,lot3,1192,702,490.0,0.4110738255033557
145,lot4_general,1430,775,655.0,0.458041958041958
145,lot4_premium,352,154,198.0,0.5625
145,lot5,2200,2200,0.0,0.0
145,lot6,-1,-1,-1.0,-1.0
146,lot2_general,1219,899,320.0,0.26251025430680885
146,lot2_premium,324,277,47.0,0.14506172839506173
146,lot3,1192,687,505.0,0.4236577181208054
146,lot4_general,1430,840,590.0,0.4125874125874126
146,lot4_premium,352,160,192.0,0.5454545454545454
146,lot5,2200,2200,0.0,0.0
146,lot6,-1,-1,-1.0,-1.0
147,lot2_general,1219,991,228.0,0.18703855619360132
147,lot2_premium,324,292,32.0,0.09876543209876543
147,lot3,1192,722,470.0,0.39429530201342283
147,lot4_general,1430,924,506.0,0.35384615384615387
147,lot4_premium,352,209,143.0,0.40625
147,lot5,2200,2200,0.0,0.0
147,lot6,-1,-1,-1.0,-1.0
148,lot2_general,1219,995,224.0,0.1837571780147662
148,lot2_premium,324,290,34.0,0.10493827160493827
148,lot3,1192,795,397.0,0.33305369127516776
148,lot4_general,1430,875,555.0,0.3881118881118881
148,lot4_premium,352,191,161.0,0.45738636363636365
148,lot5,2200,2200,0.0,0.0
148,lot6,-1,-1,-1.0,-1.0
149,lot2_general,1219,1000,219.0,0.17965545529122232
149,lot2_premium,324,286,38.0,0.11728395061728394
149,lot3,1192,822,370.0,0.3104026845637584
149,lot4_general,1430,850,580.0,0.40559440559440557
149,lot4_premium,352,189,163.0,0.4630681818181818
149,lot5,2200,2200,0.0,0.0
149,lot6,-1,-1,-1.0,-1.0
150,lot2_general,1219,982,237.0,0.1944216570959803
150,lot2_premium,324,286,38.0,0.11728395061728394
150,lot3,1192,809,383.0,0.3213087248322148
150,lot4_general,1430,869,561.0,0.3923076923076923
150,lot4_premium,352,173,179.0,0.5085227272727273
150,lot5,2200,2200,0.0,0.0
150,lot6,-1,-1,-1.0,-1.0
151,lot2_general,1219,927,292.0,0.23954060705496308
151,lot2_premium,324,286,38.0,0.11728395061728394
151,lot3,1192,763,429.0,0.3598993288590604
151,lot4_general,1430,862,568.0,0.3972027972027972
151,lot4_premium,352,174,178.0,0.5056818181818182
151,lot5,2200,2200,0.0,0.0
151,lot6,-1,-1,-1.0,-1.0
152,lot2_general,1219,889,330.0,0.27071369975389664
152,lot2_premium,324,274,50.0,0.15432098765432098
152,lot3,1192,702,490.0,0.4110738255033557
152,lot4_general,1430,835,595.0,0.4160839160839161
152,lot4_premium,352,164,188.0,0.5340909090909091
152,lot5,2200,2200,0.0,0.0
152,lot6,-1,-1,-1.0,-1.0
153,lot2_general,1219,880,339.0,0.2780968006562756
153,lot2_premium,324,269,55.0,0.1697530864197531
153,lot3,1192,712,480.0,0.40268456375838924
153,lot4_general,1430,915,515.0,0.36013986013986016
153,lot4_premium,352,177,175.0,0.4971590909090909
153,lot5,2200,2200,0.0,0.0
153,lot6,-1,-1,-1.0,-1.0
154,lot2_general,1219,928,291.0,0.2387202625102543
154,lot2_premium,324,274,50.0,0.15432098765432098
154,lot3,1192,781,411.0,0.3447986577181208
154,lot4_general,1430,988,442.0,0.3090909090909091
154,lot4_premium,352,200,152.0,0.4318181818181818
154,lot5,2200,2200,0.0,0.0
154,lot6,-1,-1,-1.0,-1.0
155,lot2_general,1219,965,254.0,0.20836751435602954
155,lot2_premium,324,284,40.0,0.12345679012345678
155,lot3,1192,810,382.0,0.32046979865771813
155,lot4_general,1430,891,539.0,0.3769230769230769
155,lot4_premium,352,185,167.0,0.4744318181818182
155,lot5,2200,2200,0.0,0.0
155,lot6,-1,-1,-1.0,-1.0
156,lot2_general,1219,964,255.0,0.20918785890073832
156,lot2_premium,324,286,38.0,0.11728395061728394
156,lot3,1192,828,364.0,0.3053691275167785
156,lot4_general,1430,865,565.0,0.3951048951048951
156,lot4_premium,352,181,171.0,0.48579545454545453
156,lot5,2200,2200,0.0,0.0
156,lot6,-1,-1,-1.0,-1.0
157,lot2_general,1219,937,282.0,0.23133716160787532
157,lot2_premium,324,275,49.0,0.15123456790123457
157,lot3,1192,789,403.0,0.33808724832214765
157,lot4_general,1430,848,582.0,0.406993006993007
157,lot4_premium,352,169,183.0,0.5198863636363636
157,lot5,2200,2200,0.0,0.0
157,lot6,-1,-1,-1.0,-1.0
158,lot2_general,1219,910,309.0,0.2534864643150123
158,lot2_premium,324,266,58.0,0.17901234567901234
158,lot3,1192,807,385.0,0.32298657718120805
158,lot4_general,1430,810,620.0,0.43356643356643354
158,lot4_premium,352,149,203.0,0.5767045454545454
158,lot5,2200,2200,0.0,0.0
158,lot6,-1,-1,-1.0,-1.0
159,lot2_general,1219,769,450.0,0.36915504511895
159,lot2_premium,324,262,62.0,0.19135802469135801
159,lot3,1192,672,520.0,0.436241610738255
159,lot4_general,1430,770,660.0,0.46153846153846156
159,lot4_premium,352,125,227.0,0.6448863636363636
159,lot5,2200,2200,0.0,0.0
159,lot6,-1,-1,-1.0,-1.0
160,lot2_general,1219,790,429.0,0.35192780968006565
160,lot2_premium,324,272,52.0,0.16049382716049382
160,lot3,1192,702,490.0,0.4110738255033557
160,lot4_general,1430,756,674.0,0.47132867132867134
160,lot4_premium,352,121,231.0,0.65625
160,lot5,2200,2200,0.0,0.0
160,lot6,-1,-1,-1.0,-1.0
161,lot2_general,1219,855,364.0,0.29860541427399506
161,lot2_premium,324,278,46.0,0.1419753086419753
161,lot3,1192,685,507.0,0.42533557046979864
161,lot4_general,1430,872,558.0,0.3902097902097902
161,lot4_premium,352,178,174.0,0.4943181818181818
161,lot5,2200,2200,0.0,0.0
161,lot6,-1,-1,-1.0,-1.0
162,lot2_general,1219,833,386.0,0.3166529942575882
162,lot2_premium,324,276,48.0,0.14814814814814814
162,lot3,1192,715,477.0,0.4001677852348993
162,lot4_general,1430,847,583.0,0.4076923076923077
162,lot4_premium,352,169,183.0,0.5198863636363636
162,lot5,2200,2200,0.0,0.0
162,lot6,-1,-1,-1.0,-1.0
163,lot2_general,1219,918,301.0,0.2469237079573421
163,lot2_premium,324,274,50.0,0.15432098765432098
163,lot3,1192,754,438.0,0.3674496644295302
163,lot4_general,1430,820,610.0,0.42657342657342656
163,lot4_premium,352,141,211.0,0.5994318181818182
163,lot5,2200,2200,0.0,0.0
163,lot6,-1,-1,-1.0,-1.0
164,lot2_general,1219,901,318.0,0.2608695652173913
164,lot2_premium,324,259,65.0,0.2006172839506173
164,lot3,1192,736,456.0,0.3825503355704698
164,lot4_general,1430,791,639.0,0.44685314685314687
164,lot4_premium,352,135,217.0,0.6164772727272727
164,lot5,2200,2200,0.0,0.0
164,lot6,-1,-1,-1.0,-1.0
165,lot2_general,1219,909,310.0,0.25430680885972107
