Day,Date,LOT 2 General Spaces,LOT 2 General Vacancies,LOT 2 General Occupied,LOT 2 General % Capacity,LOT 2 Premium Spaces,LOT 2 Premium Vacancies,LOT 2 Premium Occupied,LOT 2 Premium % Capacity,LOT 3 Spaces,LOT 3 Vacancies,LOT 3 Occupied,LOT 3 % Capacity,LOT 4 General Spaces,LOT 4 General Vacancies,LOT 4 General Occupied,LOT 4 General % Capacity,LOT 4 Premium Spaces,LOT 4 Premium Vacancies,LOT 4 Premium Occupied,LOT 4 Premium % Capacity,LOT 5 Spaces,LOT 5 Vacancies,LOT 5 Occupied,LOT 5 % Capacity,LOT 6 Spaces,LOT 6 Vacancies,LOT 6 Occupied,LOT 6 % Capacity,Total CC Revenue,Total Cash Revenue,Total Revenue
Friday,2022-07-22,1219,349,870.0,0.7136997538966365,324,160,164.0,0.5061728395061729,1192,190,1002.0,0.8406040268456376,1430,504,926.0,0.6475524475524476,352,50,302.0,0.8579545454545454,2200.0,690.0,1510.0,0.6863636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-07-23,1219,332,887.0,0.7276456111566858,324,159,165.0,0.5092592592592593,1192,194,998.0,0.837248322147651,1430,500,930.0,0.6503496503496503,352,30,322.0,0.9147727272727273,2200.0,778.0,1422.0,0.6463636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-07-24,1219,535,684.0,0.561115668580804,324,183,141.0,0.4351851851851852,1192,119,1073.0,0.9001677852348994,1430,595,835.0,0.583916083916084,352,28,324.0,0.9204545454545454,2200.0,724.0,1476.0,0.6709090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-07-25,1219,489,730.0,0.5988515176374077,324,141,183.0,0.5648148148148148,1192,165,1027.0,0.8615771812080537,1430,431,999.0,0.6986013986013986,352,19,333.0,0.9460227272727273,2200.0,773.0,1427.0,0.6486363636363637,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-07-26,1219,503,716.0,0.5873666940114848,324,113,211.0,0.6512345679012346,1192,174,1018.0,0.8540268456375839,1430,303,1127.0,0.7881118881118881,352,22,330.0,0.9375,2200.0,888.0,1312.0,0.5963636363636363,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-07-27,1219,483,736.0,0.6037735849056604,324,107,217.0,0.6697530864197531,1192,161,1031.0,0.8649328859060402,1430,267,1163.0,0.8132867132867133,352,8,344.0,0.9772727272727273,2200.0,861.0,1339.0,0.6086363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-07-28,1219,495,724.0,0.593929450369155,324,121,203.0,0.6265432098765432,1192,127,1065.0,0.8934563758389261,1430,331,1099.0,0.7685314685314686,352,12,340.0,0.9659090909090909,2200.0,751.0,1449.0,0.6586363636363637,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-07-29,1219,474,745.0,0.6111566858080394,324,135,189.0,0.5833333333333334,1192,98,1094.0,0.9177852348993288,1430,471,959.0,0.6706293706293707,352,15,337.0,0.9573863636363636,2200.0,729.0,1471.0,0.6686363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-07-30,1219,382,837.0,0.6866283839212469,324,139,185.0,0.5709876543209876,1192,188,1004.0,0.8422818791946308,1430,525,905.0,0.6328671328671329,352,10,342.0,0.9715909090909091,2200.0,836.0,1364.0,0.62,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-07-31,1219,533,686.0,0.5627563576702215,324,181,143.0,0.44135802469135804,1192,283,909.0,0.7625838926174496,1430,631,799.0,0.5587412587412588,352,44,308.0,0.875,2200.0,777.0,1423.0,0.6468181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-08-01,1219,517,702.0,0.5758818703855619,324,148,176.0,0.5432098765432098,1192,322,870.0,0.7298657718120806,1430,652,778.0,0.544055944055944,352,14,338.0,0.9602272727272727,2200.0,890.0,1310.0,0.5954545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-08-02,1219,535,684.0,0.561115668580804,324,127,197.0,0.6080246913580247,1192,318,874.0,0.7332214765100671,1430,459,971.0,0.679020979020979,352,15,337.0,0.9573863636363636,2200.0,880.0,1320.0,0.6,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-08-03,1219,468,751.0,0.616078753076292,324,109,215.0,0.6635802469135802,1192,259,933.0,0.7827181208053692,1430,392,1038.0,0.7258741258741259,352,21,331.0,0.9403409090909091,2200.0,852.0,1348.0,0.6127272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-08-04,1219,403,816.0,0.6694011484823625,324,111,213.0,0.6574074074074074,1192,172,1020.0,0.8557046979865772,1430,434,996.0,0.6965034965034965,352,17,335.0,0.9517045454545454,2200.0,790.0,1410.0,0.6409090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-08-05,1219,394,825.0,0.6767842493847416,324,123,201.0,0.6203703703703703,1192,166,1026.0,0.860738255033557,1430,501,929.0,0.6496503496503496,352,14,338.0,0.9602272727272727,2200.0,719.0,1481.0,0.6731818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-08-06,1219,328,891.0,0.7309269893355209,324,114,210.0,0.6481481481481481,1192,129,1063.0,0.8917785234899329,1430,541,889.0,0.6216783216783217,352,20,332.0,0.9431818181818182,2200.0,834.0,1366.0,0.6209090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-08-07,1219,473,746.0,0.6119770303527482,324,178,146.0,0.4506172839506173,1192,159,1033.0,0.8666107382550335,1430,665,765.0,0.534965034965035,352,31,321.0,0.9119318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-08-08,1219,476,743.0,0.6095159967186218,324,150,174.0,0.5370370370370371,1192,251,941.0,0.7894295302013423,1430,420,1010.0,0.7062937062937062,352,15,337.0,0.9573863636363636,2200.0,885.0,1315.0,0.5977272727272728,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-08-09,1219,511,708.0,0.5808039376538146,324,142,182.0,0.5617283950617284,1192,274,918.0,0.7701342281879194,1430,309,1121.0,0.7839160839160839,352,17,335.0,0.9517045454545454,2200.0,940.0,1260.0,0.5727272727272728,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-08-10,1219,529,690.0,0.5660377358490566,324,135,189.0,0.5833333333333334,1192,251,941.0,0.7894295302013423,1430,227,1203.0,0.8412587412587412,352,13,339.0,0.9630681818181818,2200.0,901.0,1299.0,0.5904545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-08-11,1219,502,717.0,0.5881870385561936,324,152,172.0,0.5308641975308642,1192,207,985.0,0.8263422818791947,1430,374,1056.0,0.7384615384615385,352,38,314.0,0.8920454545454546,2200.0,824.0,1376.0,0.6254545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-08-12,1219,438,781.0,0.6406890894175554,324,149,175.0,0.5401234567901234,1192,138,1054.0,0.8842281879194631,1430,443,987.0,0.6902097902097902,352,37,315.0,0.8948863636363636,2200.0,685.0,1515.0,0.6886363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-08-13,1219,414,805.0,0.660377358490566,324,141,183.0,0.5648148148148148,1192,109,1083.0,0.9085570469798657,1430,621,809.0,0.5657342657342658,352,42,310.0,0.8806818181818182,2200.0,698.0,1502.0,0.6827272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-08-14,1219,475,744.0,0.6103363412633306,324,160,164.0,0.5061728395061729,1192,125,1067.0,0.8951342281879194,1430,628,802.0,0.5608391608391609,352,24,328.0,0.9318181818181818,2200.0,772.0,1428.0,0.649090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-08-15,1219,540,679.0,0.55701394585726,324,164,160.0,0.49382716049382713,1192,304,888.0,0.7449664429530202,1430,528,902.0,0.6307692307692307,352,31,321.0,0.9119318181818182,2200.0,975.0,1225.0,0.5568181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-08-16,1219,508,711.0,0.583264971287941,324,138,186.0,0.5740740740740741,1192,304,888.0,0.7449664429530202,1430,285,1145.0,0.8006993006993007,352,13,339.0,0.9630681818181818,2200.0,919.0,1281.0,0.5822727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-08-17,1219,485,734.0,0.6021328958162429,324,144,180.0,0.5555555555555556,1192,288,904.0,0.7583892617449665,1430,348,1082.0,0.7566433566433567,352,46,306.0,0.8693181818181818,2200.0,972.0,1228.0,0.5581818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-08-18,1219,460,759.0,0.6226415094339622,324,117,207.0,0.6388888888888888,1192,239,953.0,0.799496644295302,1430,326,1104.0,0.772027972027972,352,25,327.0,0.9289772727272727,2200.0,787.0,1413.0,0.6422727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-08-19,1219,412,807.0,0.6620180475799836,324,125,199.0,0.6141975308641975,1192,140,1052.0,0.8825503355704698,1430,458,972.0,0.6797202797202797,352,15,337.0,0.9573863636363636,2200.0,686.0,1514.0,0.6881818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-08-20,1219,387,832.0,0.682526661197703,324,149,175.0,0.5401234567901234,1192,168,1024.0,0.8590604026845637,1430,536,894.0,0.6251748251748251,352,12,340.0,0.9659090909090909,2200.0,836.0,1364.0,0.62,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-08-21,1219,490,729.0,0.5980311730926989,324,148,176.0,0.5432098765432098,1192,216,976.0,0.8187919463087249,1430,685,745.0,0.5209790209790209,352,57,295.0,0.8380681818181818,2200.0,803.0,1397.0,0.635,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-08-22,1219,569,650.0,0.5332239540607056,324,108,216.0,0.6666666666666666,1192,282,910.0,0.7634228187919463,1430,525,905.0,0.6328671328671329,352,43,309.0,0.8778409090909091,2200.0,948.0,1252.0,0.5690909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-08-23,1219,525,694.0,0.5693191140278917,324,75,249.0,0.7685185185185185,1192,247,945.0,0.7927852348993288,1430,324,1106.0,0.7734265734265734,352,18,334.0,0.9488636363636364,2200.0,970.0,1230.0,0.5590909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-08-24,1219,507,712.0,0.5840853158326497,324,82,242.0,0.7469135802469136,1192,232,960.0,0.8053691275167785,1430,225,1205.0,0.8426573426573427,352,19,333.0,0.9460227272727273,2200.0,900.0,1300.0,0.5909090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-08-25,1219,471,748.0,0.6136177194421657,324,93,231.0,0.7129629629629629,1192,209,983.0,0.8246644295302014,1430,379,1051.0,0.734965034965035,352,14,338.0,0.9602272727272727,2200.0,885.0,1315.0,0.5977272727272728,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-08-26,1219,466,753.0,0.6177194421657096,324,124,200.0,0.6172839506172839,1192,131,1061.0,0.8901006711409396,1430,398,1032.0,0.7216783216783217,352,13,339.0,0.9630681818181818,2200.0,656.0,1544.0,0.7018181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-08-27,1219,450,769.0,0.6308449548810501,324,126,198.0,0.6111111111111112,1192,106,1086.0,0.9110738255033557,1430,432,998.0,0.6979020979020979,352,12,340.0,0.9659090909090909,2200.0,775.0,1425.0,0.6477272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-08-28,1219,577,642.0,0.5266611977030353,324,150,174.0,0.5370370370370371,1192,220,972.0,0.8154362416107382,1430,601,829.0,0.5797202797202797,352,28,324.0,0.9204545454545454,2200.0,780.0,1420.0,0.6454545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-08-29,1219,639,580.0,0.47579983593109104,324,146,178.0,0.5493827160493827,1192,290,902.0,0.7567114093959731,1430,446,984.0,0.6881118881118881,352,8,344.0,0.9772727272727273,2200.0,909.0,1291.0,0.5868181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-08-30,1219,617,602.0,0.4938474159146842,324,123,201.0,0.6203703703703703,1192,293,899.0,0.7541946308724832,1430,349,1081.0,0.7559440559440559,352,13,339.0,0.9630681818181818,2200.0,992.0,1208.0,0.5490909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-08-31,1219,581,638.0,0.5233798195242002,324,132,192.0,0.5925925925925926,1192,283,909.0,0.7625838926174496,1430,350,1080.0,0.7552447552447552,352,14,338.0,0.9602272727272727,2200.0,947.0,1253.0,0.5695454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-09-01,1219,564,655.0,0.5373256767842494,324,165,159.0,0.49074074074074076,1192,247,945.0,0.7927852348993288,1430,523,907.0,0.6342657342657343,352,40,312.0,0.8863636363636364,2200.0,843.0,1357.0,0.6168181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-09-02,1219,444,775.0,0.6357670221493027,324,125,199.0,0.6141975308641975,1192,75,1117.0,0.9370805369127517,1430,505,925.0,0.6468531468531469,352,32,320.0,0.9090909090909091,2200.0,596.0,1604.0,0.7290909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-09-03,1219,301,918.0,0.7530762920426579,324,101,223.0,0.6882716049382716,1192,25,1167.0,0.9790268456375839,1430,450,980.0,0.6853146853146853,352,27,325.0,0.9232954545454546,2200.0,565.0,1635.0,0.7431818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-09-04,1219,443,776.0,0.6365873666940115,324,141,183.0,0.5648148148148148,1192,95,1097.0,0.9203020134228188,1430,538,892.0,0.6237762237762238,352,37,315.0,0.8948863636363636,2200.0,501.0,1699.0,0.7722727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-09-05,1219,565,654.0,0.5365053322395406,324,193,131.0,0.404320987654321,1192,362,830.0,0.6963087248322147,1430,695,735.0,0.513986013986014,352,81,271.0,0.7698863636363636,2200.0,914.0,1286.0,0.5845454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-09-06,1219,715,504.0,0.41345365053322397,324,186,138.0,0.42592592592592593,1192,437,755.0,0.6333892617449665,1430,650,780.0,0.5454545454545454,352,28,324.0,0.9204545454545454,2200.0,1052.0,1148.0,0.5218181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-09-07,1219,663,556.0,0.4561115668580804,324,148,176.0,0.5432098765432098,1192,386,806.0,0.6761744966442953,1430,379,1051.0,0.734965034965035,352,24,328.0,0.9318181818181818,2200.0,1085.0,1115.0,0.5068181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-09-08,1219,566,653.0,0.5356849876948319,324,139,185.0,0.5709876543209876,1192,241,951.0,0.7978187919463087,1430,293,1137.0,0.7951048951048951,352,19,333.0,0.9460227272727273,2200.0,936.0,1264.0,0.5745454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-09-09,1219,428,791.0,0.6488925348646432,324,125,199.0,0.6141975308641975,1192,125,1067.0,0.8951342281879194,1430,407,1023.0,0.7153846153846154,352,17,335.0,0.9517045454545454,2200.0,723.0,1477.0,0.6713636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-09-10,1219,398,821.0,0.6735028712059065,324,129,195.0,0.6018518518518519,1192,160,1032.0,0.8657718120805369,1430,522,908.0,0.634965034965035,352,27,325.0,0.9232954545454546,2200.0,710.0,1490.0,0.6772727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-09-11,1219,454,765.0,0.627563576702215,324,146,178.0,0.5493827160493827,1192,201,991.0,0.8313758389261745,1430,584,846.0,0.5916083916083916,352,72,280.0,0.7954545454545454,2200.0,733.0,1467.0,0.6668181818181819,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-09-12,1219,449,770.0,0.6316652994257588,324,89,235.0,0.7253086419753086,1192,266,926.0,0.7768456375838926,1430,337,1093.0,0.7643356643356644,352,62,290.0,0.8238636363636364,2200.0,905.0,1295.0,0.5886363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-09-13,1219,476,743.0,0.6095159967186218,324,114,210.0,0.6481481481481481,1192,283,909.0,0.7625838926174496,1430,88,1342.0,0.9384615384615385,352,31,321.0,0.9119318181818182,2200.0,919.0,1281.0,0.5822727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-09-14,1219,448,771.0,0.6324856439704676,324,98,226.0,0.6975308641975309,1192,190,1002.0,0.8406040268456376,1430,52,1378.0,0.9636363636363636,352,18,334.0,0.9488636363636364,2200.0,789.0,1411.0,0.6413636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-09-15,1219,358,861.0,0.7063166529942576,324,91,233.0,0.7191358024691358,1192,108,1084.0,0.9093959731543624,1430,120,1310.0,0.916083916083916,352,13,339.0,0.9630681818181818,2200.0,567.0,1633.0,0.7422727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-09-16,1219,285,934.0,0.7662018047579984,324,103,221.0,0.6820987654320988,1192,60,1132.0,0.9496644295302014,1430,317,1113.0,0.7783216783216783,352,15,337.0,0.9573863636363636,2200.0,430.0,1770.0,0.8045454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-09-17,1219,242,977.0,0.8014766201804758,324,82,242.0,0.7469135802469136,1192,153,1039.0,0.8716442953020134,1430,300,1130.0,0.7902097902097902,352,26,326.0,0.9261363636363636,2200.0,586.0,1614.0,0.7336363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-09-18,1219,460,759.0,0.6226415094339622,324,123,201.0,0.6203703703703703,1192,142,1050.0,0.8808724832214765,1430,317,1113.0,0.7783216783216783,352,23,329.0,0.9346590909090909,2200.0,520.0,1680.0,0.7636363636363637,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-09-19,1219,474,745.0,0.6111566858080394,324,101,223.0,0.6882716049382716,1192,238,954.0,0.8003355704697986,1430,272,1158.0,0.8097902097902098,352,15,337.0,0.9573863636363636,2200.0,765.0,1435.0,0.6522727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-09-20,1219,543,676.0,0.5545529122231337,324,105,219.0,0.6759259259259259,1192,228,964.0,0.8087248322147651,1430,143,1287.0,0.9,352,26,326.0,0.9261363636363636,2200.0,833.0,1367.0,0.6213636363636363,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-09-21,1219,502,717.0,0.5881870385561936,324,102,222.0,0.6851851851851852,1192,207,985.0,0.8263422818791947,1430,23,1407.0,0.9839160839160839,352,15,337.0,0.9573863636363636,2200.0,790.0,1410.0,0.6409090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-09-22,1219,415,804.0,0.6595570139458573,324,116,208.0,0.6419753086419753,1192,169,1023.0,0.8582214765100671,1430,275,1155.0,0.8076923076923077,352,19,333.0,0.9460227272727273,2200.0,786.0,1414.0,0.6427272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-09-23,1219,302,917.0,0.7522559474979491,324,114,210.0,0.6481481481481481,1192,236,956.0,0.802013422818792,1430,223,1207.0,0.8440559440559441,352,15,337.0,0.9573863636363636,2200.0,664.0,1536.0,0.6981818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-09-24,1219,131,1088.0,0.8925348646431501,324,106,218.0,0.6728395061728395,1192,117,1075.0,0.9018456375838926,1430,274,1156.0,0.8083916083916084,352,2,350.0,0.9943181818181818,2200.0,672.0,1528.0,0.6945454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-09-25,1219,269,950.0,0.7793273174733388,324,116,208.0,0.6419753086419753,1192,151,1041.0,0.8733221476510067,1430,400,1030.0,0.7202797202797203,352,32,320.0,0.9090909090909091,2200.0,688.0,1512.0,0.6872727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-09-26,1219,429,790.0,0.6480721903199343,324,153,171.0,0.5277777777777778,1192,339,853.0,0.7156040268456376,1430,333,1097.0,0.7671328671328671,352,2,350.0,0.9943181818181818,2200.0,779.0,1421.0,0.6459090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-09-27,1219,467,752.0,0.6168990976210008,324,130,194.0,0.5987654320987654,1192,347,845.0,0.7088926174496645,1430,179,1251.0,0.8748251748251749,352,12,340.0,0.9659090909090909,2200.0,895.0,1305.0,0.5931818181818181,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-09-28,1219,459,760.0,0.623461853978671,324,115,209.0,0.6450617283950617,1192,347,845.0,0.7088926174496645,1430,83,1347.0,0.941958041958042,352,19,333.0,0.9460227272727273,2200.0,871.0,1329.0,0.6040909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-09-29,1219,425,794.0,0.6513535684987695,324,104,220.0,0.6790123456790124,1192,296,896.0,0.7516778523489933,1430,135,1295.0,0.9055944055944056,352,14,338.0,0.9602272727272727,2200.0,750.0,1450.0,0.6590909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-09-30,1219,299,920.0,0.7547169811320755,324,88,236.0,0.7283950617283951,1192,237,955.0,0.8011744966442953,1430,353,1077.0,0.7531468531468531,352,37,315.0,0.8948863636363636,2200.0,651.0,1549.0,0.7040909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-10-01,1219,307,912.0,0.7481542247744053,324,59,265.0,0.8179012345679012,1192,204,988.0,0.8288590604026845,1430,392,1038.0,0.7258741258741259,352,22,330.0,0.9375,2200.0,696.0,1504.0,0.6836363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-10-02,1219,369,850.0,0.6972928630024611,324,103,221.0,0.6820987654320988,1192,242,950.0,0.7969798657718121,1430,442,988.0,0.6909090909090909,352,128,224.0,0.6363636363636364,2200.0,719.0,1481.0,0.6731818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-10-03,1219,486,733.0,0.601312551271534,324,104,220.0,0.6790123456790124,1192,315,877.0,0.735738255033557,1430,357,1073.0,0.7503496503496504,352,16,336.0,0.9545454545454546,2200.0,874.0,1326.0,0.6027272727272728,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-10-04,1219,528,691.0,0.5668580803937654,324,98,226.0,0.6975308641975309,1192,355,837.0,0.7021812080536913,1430,214,1216.0,0.8503496503496504,352,19,333.0,0.9460227272727273,2200.0,914.0,1286.0,0.5845454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-10-05,1219,468,751.0,0.616078753076292,324,96,228.0,0.7037037037037037,1192,356,836.0,0.7013422818791947,1430,115,1315.0,0.9195804195804196,352,31,321.0,0.9119318181818182,2200.0,843.0,1357.0,0.6168181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-10-06,1219,418,801.0,0.6570959803117309,324,107,217.0,0.6697530864197531,1192,235,957.0,0.8028523489932886,1430,110,1320.0,0.9230769230769231,352,27,325.0,0.9232954545454546,2200.0,706.0,1494.0,0.6790909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-10-07,1219,291,928.0,0.7612797374897456,324,117,207.0,0.6388888888888888,1192,172,1020.0,0.8557046979865772,1430,295,1135.0,0.7937062937062938,352,13,339.0,0.9630681818181818,2200.0,585.0,1615.0,0.7340909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-10-08,1219,223,996.0,0.8170631665299426,324,124,200.0,0.6172839506172839,1192,187,1005.0,0.8431208053691275,1430,433,997.0,0.6972027972027972,352,17,335.0,0.9517045454545454,2200.0,632.0,1568.0,0.7127272727272728,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-10-09,1219,330,889.0,0.7292863002461034,324,141,183.0,0.5648148148148148,1192,140,1052.0,0.8825503355704698,1430,423,1007.0,0.7041958041958042,352,24,328.0,0.9318181818181818,2200.0,670.0,1530.0,0.6954545454545454,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-10-10,1219,432,787.0,0.645611156685808,324,150,174.0,0.5370370370370371,1192,240,952.0,0.7986577181208053,1430,255,1175.0,0.8216783216783217,352,16,336.0,0.9545454545454546,2200.0,804.0,1396.0,0.6345454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-10-11,1219,444,775.0,0.6357670221493027,324,136,188.0,0.5802469135802469,1192,262,930.0,0.7802013422818792,1430,95,1335.0,0.9335664335664335,352,30,322.0,0.9147727272727273,2200.0,921.0,1279.0,0.5813636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-10-12,1219,396,823.0,0.6751435602953241,324,131,193.0,0.595679012345679,1192,259,933.0,0.7827181208053692,1430,77,1353.0,0.9461538461538461,352,27,325.0,0.9232954545454546,2200.0,852.0,1348.0,0.6127272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-10-13,1219,406,813.0,0.6669401148482362,324,141,183.0,0.5648148148148148,1192,187,1005.0,0.8431208053691275,1430,154,1276.0,0.8923076923076924,352,41,311.0,0.8835227272727273,2200.0,705.0,1495.0,0.6795454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-10-14,1219,277,942.0,0.7727645611156686,324,154,170.0,0.5246913580246914,1192,140,1052.0,0.8825503355704698,1430,233,1197.0,0.8370629370629371,352,13,339.0,0.9630681818181818,2200.0,505.0,1695.0,0.7704545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-10-15,1219,89,1130.0,0.9269893355209188,324,90,234.0,0.7222222222222222,1192,155,1037.0,0.8699664429530202,1430,225,1205.0,0.8426573426573427,352,22,330.0,0.9375,2200.0,547.0,1653.0,0.7513636363636363,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-10-16,1219,429,790.0,0.6480721903199343,324,182,142.0,0.4382716049382716,1192,214,978.0,0.8204697986577181,1430,455,975.0,0.6818181818181818,352,49,303.0,0.8607954545454546,2200.0,630.0,1570.0,0.7136363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-10-17,1219,515,704.0,0.5775225594749795,324,130,194.0,0.5987654320987654,1192,331,861.0,0.7223154362416108,1430,339,1091.0,0.762937062937063,352,24,328.0,0.9318181818181818,2200.0,855.0,1345.0,0.6113636363636363,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-10-18,1219,501,718.0,0.5890073831009024,324,105,219.0,0.6759259259259259,1192,334,858.0,0.7197986577181208,1430,172,1258.0,0.8797202797202798,352,15,337.0,0.9573863636363636,2200.0,909.0,1291.0,0.5868181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-10-19,1219,488,731.0,0.5996718621821165,324,97,227.0,0.7006172839506173,1192,344,848.0,0.7114093959731543,1430,6,1424.0,0.9958041958041958,352,13,339.0,0.9630681818181818,2200.0,810.0,1390.0,0.6318181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-10-20,1219,424,795.0,0.6521739130434783,324,134,190.0,0.5864197530864198,1192,376,816.0,0.6845637583892618,1430,271,1159.0,0.8104895104895105,352,20,332.0,0.9431818181818182,2200.0,772.0,1428.0,0.649090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-10-21,1219,299,920.0,0.7547169811320755,324,142,182.0,0.5617283950617284,1192,321,871.0,0.7307046979865772,1430,194,1236.0,0.8643356643356643,352,6,346.0,0.9829545454545454,2200.0,544.0,1656.0,0.7527272727272727,-1,-1,-1,-1,0.0,0.0,0.0
