Day,Date,LOT 2 General Spaces,LOT 2 General Vacancies,LOT 2 General Occupied,LOT 2 General % Capacity,LOT 2 Premium Spaces,LOT 2 Premium Vacancies,LOT 2 Premium Occupied,LOT 2 Premium % Capacity,LOT 3 Spaces,LOT 3 Vacancies,LOT 3 Occupied,LOT 3 % Capacity,LOT 4 General Spaces,LOT 4 General Vacancies,LOT 4 General Occupied,LOT 4 General % Capacity,LOT 4 Premium Spaces,LOT 4 Premium Vacancies,LOT 4 Premium Occupied,LOT 4 Premium % Capacity,LOT 5 Spaces,LOT 5 Vacancies,LOT 5 Occupied,LOT 5 % Capacity,LOT 6 Spaces,LOT 6 Vacancies,LOT 6 Occupied,LOT 6 % Capacity,Total CC Revenue,Total Cash Revenue,Total Revenue
Saturday,2021-04-03,1219,484,735.0,0.6029532403609515,324,263,61.0,0.1882716049382716,1192,395,797.0,0.6686241610738255,1430,626,804.0,0.5622377622377622,352,97,255.0,0.7244318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,32806.0,3645.0,36451.0
Sunday,2021-04-04,1219,687,532.0,0.4364232977850697,324,283,41.0,0.12654320987654322,1192,593,599.0,0.50251677852349,1430,841,589.0,0.41188811188811186,352,174,178.0,0.5056818181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,53346.0,5843.0,59189.0
Monday,2021-04-05,1219,653,566.0,0.4643150123051682,324,260,64.0,0.19753086419753085,1192,512,680.0,0.5704697986577181,1430,682,748.0,0.5230769230769231,352,88,264.0,0.75,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,49409.0,5117.0,54526.0
Tuesday,2021-04-06,1219,598,621.0,0.5094339622641509,324,261,63.0,0.19444444444444445,1192,622,570.0,0.47818791946308725,1430,682,748.0,0.5230769230769231,352,68,284.0,0.8068181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,30937.0,3374.0,34311.0
Wednesday,2021-04-07,1219,735,484.0,0.3970467596390484,324,259,65.0,0.2006172839506173,1192,605,587.0,0.4924496644295302,1430,641,789.0,0.5517482517482517,352,83,269.0,0.7642045454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29086.0,3191.0,32277.0
Thursday,2021-04-08,1219,709,510.0,0.41837571780147664,324,265,59.0,0.18209876543209877,1192,580,612.0,0.5134228187919463,1430,678,752.0,0.5258741258741259,352,92,260.0,0.7386363636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,39106.0,2397.0,41503.0
Friday,2021-04-09,1219,509,710.0,0.5824446267432322,324,258,66.0,0.2037037037037037,1192,462,730.0,0.6124161073825504,1430,644,786.0,0.5496503496503496,352,72,280.0,0.7954545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,52035.0,3267.0,55302.0
Saturday,2021-04-10,1219,494,725.0,0.5947497949138638,324,258,66.0,0.2037037037037037,1192,482,710.0,0.5956375838926175,1430,660,770.0,0.5384615384615384,352,54,298.0,0.8465909090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34752.0,3614.0,38366.0
Sunday,2021-04-11,1219,766,453.0,0.3716160787530763,324,279,45.0,0.1388888888888889,1192,677,515.0,0.4320469798657718,1430,837,593.0,0.41468531468531467,352,150,202.0,0.5738636363636364,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,49182.0,6472.0,55654.0
Monday,2021-04-12,1219,807,412.0,0.3379819524200164,324,269,55.0,0.1697530864197531,1192,660,532.0,0.4463087248322148,1430,758,672.0,0.4699300699300699,352,180,172.0,0.48863636363636365,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,53214.0,5935.0,59149.0
Tuesday,2021-04-13,1219,787,432.0,0.35438884331419196,324,265,59.0,0.18209876543209877,1192,636,556.0,0.4664429530201342,1430,741,689.0,0.4818181818181818,352,85,267.0,0.7585227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,33543.0,2827.0,36370.0
Wednesday,2021-04-14,1219,835,384.0,0.31501230516817064,324,271,53.0,0.16358024691358025,1192,668,524.0,0.4395973154362416,1430,712,718.0,0.5020979020979021,352,116,236.0,0.6704545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29679.0,2615.0,32294.0
Thursday,2021-04-15,1219,808,411.0,0.33716160787530763,324,269,55.0,0.1697530864197531,1192,612,580.0,0.4865771812080537,1430,694,736.0,0.5146853146853146,352,103,249.0,0.7073863636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,33697.0,2386.0,36083.0
Friday,2021-04-16,1219,599,620.0,0.5086136177194421,324,252,72.0,0.2222222222222222,1192,462,730.0,0.6124161073825504,1430,678,752.0,0.5258741258741259,352,82,270.0,0.7670454545454546,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,50693.0,3261.0,53954.0
Saturday,2021-04-17,1219,571,648.0,0.5315832649712879,324,246,78.0,0.24074074074074073,1192,447,745.0,0.625,1430,620,810.0,0.5664335664335665,352,72,280.0,0.7954545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29932.0,4738.0,34670.0
Sunday,2021-04-18,1219,777,442.0,0.36259228876127975,324,284,40.0,0.12345679012345678,1192,648,544.0,0.4563758389261745,1430,857,573.0,0.4006993006993007,352,140,212.0,0.6022727272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,56193.0,6071.0,62264.0
Monday,2021-04-19,1219,769,450.0,0.36915504511895,324,277,47.0,0.14506172839506173,1192,657,535.0,0.4488255033557047,1430,700,730.0,0.5104895104895105,352,93,259.0,0.7357954545454546,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,46404.0,5097.0,51501.0
Tuesday,2021-04-20,1219,739,480.0,0.3937653814602133,324,267,57.0,0.17592592592592593,1192,632,560.0,0.4697986577181208,1430,673,757.0,0.5293706293706294,352,86,266.0,0.7556818181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,33941.0,4543.0,38484.0
Wednesday,2021-04-21,1219,793,426.0,0.3494667760459393,324,275,49.0,0.15123456790123457,1192,757,435.0,0.3649328859060403,1430,637,793.0,0.5545454545454546,352,108,244.0,0.6931818181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29277.0,2691.0,31968.0
Thursday,2021-04-22,1219,699,520.0,0.4265791632485644,324,274,50.0,0.15432098765432098,1192,582,610.0,0.511744966442953,1430,695,735.0,0.513986013986014,352,99,253.0,0.71875,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,35008.0,2705.0,37713.0
Friday,2021-04-23,1219,624,595.0,0.48810500410172275,324,269,55.0,0.1697530864197531,1192,477,715.0,0.5998322147651006,1430,682,748.0,0.5230769230769231,352,99,253.0,0.71875,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,57285.0,3005.0,60290.0
Saturday,2021-04-24,1219,405,814.0,0.667760459392945,324,274,50.0,0.15432098765432098,1192,439,753.0,0.6317114093959731,1430,500,930.0,0.6503496503496503,352,94,258.0,0.7329545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,31032.0,5145.0,36177.0
Sunday,2021-04-25,1219,696,523.0,0.42904019688269074,324,293,31.0,0.09567901234567901,1192,611,581.0,0.4874161073825503,1430,773,657.0,0.45944055944055945,352,174,178.0,0.5056818181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,53235.0,6638.0,59873.0
Monday,2021-04-26,1219,792,427.0,0.3502871205906481,324,279,45.0,0.1388888888888889,1192,605,587.0,0.4924496644295302,1430,675,755.0,0.527972027972028,352,107,245.0,0.6960227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,50313.0,7228.0,57541.0
Tuesday,2021-04-27,1219,854,365.0,0.29942575881870387,324,282,42.0,0.12962962962962962,1192,697,495.0,0.4152684563758389,1430,639,791.0,0.5531468531468532,352,89,263.0,0.7471590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,32702.0,4651.0,37353.0
Wednesday,2021-04-28,1219,851,368.0,0.3018867924528302,324,269,55.0,0.1697530864197531,1192,641,551.0,0.462248322147651,1430,612,818.0,0.5720279720279721,352,102,250.0,0.7102272727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,32281.0,3452.0,35733.0
Thursday,2021-04-29,1219,617,602.0,0.4938474159146842,324,262,62.0,0.19135802469135801,1192,529,663.0,0.5562080536912751,1430,628,802.0,0.5608391608391609,352,102,250.0,0.7102272727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,40789.0,2968.0,43757.0
Friday,2021-04-30,1219,485,734.0,0.6021328958162429,324,246,78.0,0.24074074074074073,1192,379,813.0,0.6820469798657718,1430,542,888.0,0.620979020979021,352,89,263.0,0.7471590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,49676.0,3106.0,52782.0
Saturday,2021-05-01,1219,421,798.0,0.6546349466776046,324,229,95.0,0.2932098765432099,1192,373,819.0,0.6870805369127517,1430,560,870.0,0.6083916083916084,352,65,287.0,0.8153409090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,30232.0,4007.0,34239.0
Sunday,2021-05-02,1219,765,454.0,0.3724364232977851,324,271,53.0,0.16358024691358025,1192,510,682.0,0.5721476510067114,1430,822,608.0,0.4251748251748252,352,156,196.0,0.5568181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,62236.0,6342.0,68578.0
Monday,2021-05-03,1219,799,420.0,0.3445447087776866,324,257,67.0,0.20679012345679013,1192,603,589.0,0.4941275167785235,1430,726,704.0,0.49230769230769234,352,86,266.0,0.7556818181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,49957.0,5304.0,55261.0
Tuesday,2021-05-04,1219,759,460.0,0.37735849056603776,324,248,76.0,0.2345679012345679,1192,584,608.0,0.5100671140939598,1430,668,762.0,0.5328671328671328,352,60,292.0,0.8295454545454546,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,38051.0,3741.0,41792.0
Wednesday,2021-05-05,1219,802,417.0,0.3420836751435603,324,244,80.0,0.24691358024691357,1192,594,598.0,0.5016778523489933,1430,598,832.0,0.5818181818181818,352,77,275.0,0.78125,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,31056.0,2926.0,33982.0
Thursday,2021-05-06,1219,769,450.0,0.36915504511895,324,245,79.0,0.24382716049382716,1192,432,760.0,0.6375838926174496,1430,563,867.0,0.6062937062937063,352,90,262.0,0.7443181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,41082.0,3163.0,44245.0
Friday,2021-05-07,1219,549,670.0,0.549630844954881,324,242,82.0,0.25308641975308643,1192,304,888.0,0.7449664429530202,1430,620,810.0,0.5664335664335665,352,75,277.0,0.7869318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29086.0,3191.0,32277.0
Saturday,2021-05-08,1219,677,542.0,0.4446267432321575,324,246,78.0,0.24074074074074073,1192,475,717.0,0.6015100671140939,1430,731,699.0,0.4888111888111888,352,151,201.0,0.5710227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,39106.0,2397.0,41503.0
Sunday,2021-05-09,1219,681,538.0,0.4413453650533224,324,255,69.0,0.21296296296296297,1192,495,697.0,0.584731543624161,1430,745,685.0,0.479020979020979,352,166,186.0,0.5284090909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,52035.0,3267.0,55302.0
Monday,2021-05-10,1219,617,602.0,0.4938474159146842,324,243,81.0,0.25,1192,362,830.0,0.6963087248322147,1430,648,782.0,0.5468531468531469,352,103,249.0,0.7073863636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,59633.0,7085.0,66718.0
Tuesday,2021-05-11,1219,628,591.0,0.48482362592288764,324,238,86.0,0.2654320987654321,1192,402,790.0,0.662751677852349,1430,620,810.0,0.5664335664335665,352,62,290.0,0.8238636363636364,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,35939.0,5189.0,41128.0
Wednesday,2021-05-12,1219,678,541.0,0.44380639868744876,324,244,80.0,0.24691358024691357,1192,502,690.0,0.5788590604026845,1430,560,870.0,0.6083916083916084,352,96,256.0,0.7272727272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,42273.0,3775.0,46048.0
Thursday,2021-05-13,1219,608,611.0,0.5012305168170632,324,248,76.0,0.2345679012345679,1192,416,776.0,0.6510067114093959,1430,534,896.0,0.6265734265734266,352,90,262.0,0.7443181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,47859.0,2929.0,50788.0
Friday,2021-05-14,1219,469,750.0,0.6152584085315833,324,232,92.0,0.2839506172839506,1192,345,847.0,0.7105704697986577,1430,490,940.0,0.6573426573426573,352,79,273.0,0.7755681818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,55519.0,4076.0,59595.0
Saturday,2021-05-15,1219,480,739.0,0.6062346185397867,324,236,88.0,0.2716049382716049,1192,314,878.0,0.7365771812080537,1430,460,970.0,0.6783216783216783,352,72,280.0,0.7954545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,36760.0,5820.0,42580.0
Sunday,2021-05-16,1219,324,895.0,0.734208367514356,324,187,137.0,0.4228395061728395,1192,251,941.0,0.7894295302013423,1430,466,964.0,0.6741258741258741,352,55,297.0,0.84375,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,66011.0,7027.0,73038.0
Monday,2021-05-17,1219,573,646.0,0.5299425758818704,324,255,69.0,0.21296296296296297,1192,454,738.0,0.6191275167785235,1430,600,830.0,0.5804195804195804,352,70,282.0,0.8011363636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,61266.0,6680.0,67946.0
Tuesday,2021-05-18,1219,647,572.0,0.4692370795734208,324,231,93.0,0.28703703703703703,1192,567,625.0,0.5243288590604027,1430,534,896.0,0.6265734265734266,352,63,289.0,0.8210227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,45583.0,6033.0,51616.0
Wednesday,2021-05-19,1219,600,619.0,0.5077932731747334,324,240,84.0,0.25925925925925924,1192,515,677.0,0.5679530201342282,1430,563,867.0,0.6062937062937063,352,93,259.0,0.7357954545454546,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,40479.0,3732.0,44211.0
Thursday,2021-05-20,1219,584,635.0,0.5209187858900738,324,250,74.0,0.22839506172839505,1192,427,765.0,0.6417785234899329,1430,549,881.0,0.6160839160839161,352,92,260.0,0.7386363636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,49892.0,2949.0,52841.0
Friday,2021-05-21,1219,436,783.0,0.6423297785069729,324,247,77.0,0.23765432098765432,1192,273,919.0,0.7709731543624161,1430,520,910.0,0.6363636363636364,352,66,286.0,0.8125,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,57535.0,3767.0,61302.0
Saturday,2021-05-22,1219,328,891.0,0.7309269893355209,324,243,81.0,0.25,1192,242,950.0,0.7969798657718121,1430,356,1074.0,0.7510489510489511,352,63,289.0,0.8210227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,40989.0,4895.0,45884.0
Sunday,2021-05-23,1219,622,597.0,0.48974569319114025,324,259,65.0,0.2006172839506173,1192,434,758.0,0.6359060402684564,1430,467,963.0,0.6734265734265734,352,139,213.0,0.6051136363636364,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,66921.0,8098.0,75019.0
Monday,2021-05-24,1219,367,852.0,0.6989335520918786,324,244,80.0,0.24691358024691357,1192,263,929.0,0.7793624161073825,1430,480,950.0,0.6643356643356644,352,77,275.0,0.78125,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,61611.0,7696.0,69307.0
Tuesday,2021-05-25,1219,594,625.0,0.5127153404429861,324,236,88.0,0.2716049382716049,1192,502,690.0,0.5788590604026845,1430,500,930.0,0.6503496503496503,352,73,279.0,0.7926136363636364,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,46867.0,6123.0,52990.0
Wednesday,2021-05-26,1219,511,708.0,0.5808039376538146,324,248,76.0,0.2345679012345679,1192,465,727.0,0.6098993288590604,1430,560,870.0,0.6083916083916084,352,79,273.0,0.7755681818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,43325.0,4346.0,47671.0
Thursday,2021-05-27,1219,567,652.0,0.534864643150123,324,260,64.0,0.19753086419753085,1192,434,758.0,0.6359060402684564,1430,615,815.0,0.5699300699300699,352,82,270.0,0.7670454545454546,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,58379.0,4628.0,63007.0
Friday,2021-05-28,1219,294,925.0,0.7588187038556193,324,247,77.0,0.23765432098765432,1192,332,860.0,0.7214765100671141,1430,524,906.0,0.6335664335664336,352,47,305.0,0.8664772727272727,2200.0,2025.0,175.0,0.07954545454545454,-1,-1,-1,-1,54222.0,3685.0,57907.0
Saturday,2021-05-29,1219,166,1053.0,0.8638228055783429,324,237,87.0,0.26851851851851855,1192,366,826.0,0.6929530201342282,1430,504,926.0,0.6475524475524476,352,34,318.0,0.9034090909090909,2200.0,1967.0,233.0,0.10590909090909091,-1,-1,-1,-1,35588.0,5190.0,40778.0
Sunday,2021-05-30,1219,323,896.0,0.7350287120590648,324,246,78.0,0.24074074074074073,1192,347,845.0,0.7088926174496645,1430,488,942.0,0.6587412587412588,352,45,307.0,0.8721590909090909,2200.0,1881.0,319.0,0.145,-1,-1,-1,-1,50091.0,5028.0,55119.0
Monday,2021-05-31,1219,696,523.0,0.42904019688269074,324,280,44.0,0.13580246913580246,1192,666,526.0,0.4412751677852349,1430,916,514.0,0.3594405594405594,352,188,164.0,0.4659090909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,81136.0,7131.0,88267.0
Tuesday,2021-06-01,1219,771,448.0,0.3675143560295324,324,277,47.0,0.14506172839506173,1192,676,516.0,0.43288590604026844,1430,850,580.0,0.40559440559440557,352,104,248.0,0.7045454545454546,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,59127.0,7492.0,66619.0
Wednesday,2021-06-02,1219,702,517.0,0.42411812961443807,324,266,58.0,0.17901234567901234,1192,717,475.0,0.39848993288590606,1430,818,612.0,0.427972027972028,352,69,283.0,0.8039772727272727,2200.0,1837.0,363.0,0.165,-1,-1,-1,-1,34865.0,4815.0,39680.0
Thursday,2021-06-03,1219,643,576.0,0.4725184577522559,324,253,71.0,0.2191358024691358,1192,682,510.0,0.4278523489932886,1430,839,591.0,0.4132867132867133,352,88,264.0,0.75,2200.0,1850.0,350.0,0.1590909090909091,-1,-1,-1,-1,36904.0,3555.0,40459.0
Friday,2021-06-04,1219,567,652.0,0.534864643150123,324,248,76.0,0.2345679012345679,1192,532,660.0,0.5536912751677853,1430,755,675.0,0.47202797202797203,352,72,280.0,0.7954545454545454,2200.0,1575.0,625.0,0.2840909090909091,-1,-1,-1,-1,52409.0,3727.0,56136.0
Saturday,2021-06-05,1219,536,683.0,0.5602953240360952,324,246,78.0,0.24074074074074073,1192,507,685.0,0.5746644295302014,1430,845,585.0,0.4090909090909091,352,96,256.0,0.7272727272727273,2200.0,1530.0,670.0,0.30454545454545456,-1,-1,-1,-1,34372.0,4236.0,38608.0
Sunday,2021-06-06,1219,630,589.0,0.4831829368334701,324,242,82.0,0.25308641975308643,1192,664,528.0,0.4429530201342282,1430,870,560.0,0.3916083916083916,352,89,263.0,0.7471590909090909,2200.0,1687.0,513.0,0.23318181818181818,-1,-1,-1,-1,49082.0,7096.0,56178.0
Monday,2021-06-07,1219,636,583.0,0.4782608695652174,324,233,91.0,0.2808641975308642,1192,393,799.0,0.6703020134228188,1430,706,724.0,0.5062937062937063,352,64,288.0,0.8181818181818182,2200.0,1628.0,572.0,0.26,-1,-1,-1,-1,57572.0,6176.0,63748.0
Tuesday,2021-06-08,1219,1219,0.0,0.0,324,324,0.0,0.0,1192,1192,0.0,0.0,1430,1430,0.0,0.0,352,352,0.0,0.0,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,37422.0,5535.0,42957.0
Wednesday,2021-06-09,1219,573,646.0,0.5299425758818704,324,248,76.0,0.2345679012345679,1192,658,534.0,0.44798657718120805,1430,633,797.0,0.5573426573426573,352,88,264.0,0.75,2200.0,1527.0,673.0,0.3059090909090909,-1,-1,-1,-1,37081.0,4723.0,41804.0
Thursday,2021-06-10,1219,534,685.0,0.5619360131255127,324,241,83.0,0.25617283950617287,1192,602,590.0,0.4949664429530201,1430,670,760.0,0.5314685314685315,352,96,256.0,0.7272727272727273,2200.0,1538.0,662.0,0.3009090909090909,-1,-1,-1,-1,52825.0,4784.0,57609.0
Friday,2021-06-11,1219,1219,0.0,0.0,324,324,0.0,0.0,1192,1192,0.0,0.0,1430,1430,0.0,0.0,352,352,0.0,0.0,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,59647.0,4681.0,64328.0
Saturday,2021-06-12,1219,513,706.0,0.579163248564397,324,236,88.0,0.2716049382716049,1192,452,740.0,0.6208053691275168,1430,610,820.0,0.5734265734265734,352,64,288.0,0.8181818181818182,2200.0,1378.0,822.0,0.37363636363636366,-1,-1,-1,-1,40017.0,5496.0,45513.0
Sunday,2021-06-13,1219,508,711.0,0.583264971287941,324,259,65.0,0.2006172839506173,1192,574,618.0,0.5184563758389261,1430,788,642.0,0.4489510489510489,352,126,226.0,0.6420454545454546,2200.0,1368.0,832.0,0.3781818181818182,-1,-1,-1,-1,55115.0,6814.0,61929.0
Monday,2021-06-14,1219,1219,0.0,0.0,324,324,0.0,0.0,1192,1192,0.0,0.0,1430,1430,0.0,0.0,352,352,0.0,0.0,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,68748.0,8807.0,77555.0
Tuesday,2021-06-15,1219,575,644.0,0.5283018867924528,324,240,84.0,0.25925925925925924,1192,667,525.0,0.44043624161073824,1430,579,851.0,0.5951048951048951,352,86,266.0,0.7556818181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,38995.0,5998.0,44993.0
Wednesday,2021-06-16,1219,1219,0.0,0.0,324,324,0.0,0.0,1192,1192,0.0,0.0,1430,1430,0.0,0.0,352,352,0.0,0.0,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,47158.0,5935.0,53093.0
Thursday,2021-06-17,1219,329,890.0,0.7301066447908121,324,230,94.0,0.29012345679012347,1192,402,790.0,0.662751677852349,1430,600,830.0,0.5804195804195804,352,61,291.0,0.8267045454545454,2200.0,1280.0,920.0,0.41818181818181815,-1,-1,-1,-1,52991.0,5908.0,58899.0
Friday,2021-06-18,1219,314,905.0,0.7424118129614438,324,235,89.0,0.27469135802469136,1192,372,820.0,0.6879194630872483,1430,561,869.0,0.6076923076923076,352,64,288.0,0.8181818181818182,2200.0,1265.0,935.0,0.425,-1,-1,-1,-1,69519.0,3866.0,73385.0
Saturday,2021-06-19,1219,361,858.0,0.7038556193601313,324,232,92.0,0.2839506172839506,1192,281,911.0,0.764261744966443,1430,710,720.0,0.5034965034965035,352,84,268.0,0.7613636363636364,2200.0,1190.0,1010.0,0.4590909090909091,-1,-1,-1,-1,42141.0,5043.0,47184.0
Sunday,2021-06-20,1219,688,531.0,0.43560295324036097,324,206,118.0,0.36419753086419754,1192,550,642.0,0.5385906040268457,1430,829,601.0,0.42027972027972027,352,79,273.0,0.7755681818181818,2200.0,1329.0,871.0,0.39590909090909093,-1,-1,-1,-1,63082.0,6688.0,69770.0
Monday,2021-06-21,1219,453,766.0,0.6283839212469237,324,245,79.0,0.24382716049382716,1192,348,844.0,0.7080536912751678,1430,572,858.0,0.6,352,49,303.0,0.8607954545454546,2200.0,1362.0,838.0,0.3809090909090909,-1,-1,-1,-1,70142.0,7359.0,77501.0
Tuesday,2021-06-22,1219,489,730.0,0.5988515176374077,324,248,76.0,0.2345679012345679,1192,471,721.0,0.6048657718120806,1430,636,794.0,0.5552447552447553,352,64,288.0,0.8181818181818182,2200.0,1387.0,813.0,0.36954545454545457,-1,-1,-1,-1,45009.0,5594.0,50603.0
Wednesday,2021-06-23,1219,522,697.0,0.571780147662018,324,244,80.0,0.24691358024691357,1192,511,681.0,0.5713087248322147,1430,692,738.0,0.5160839160839161,352,79,273.0,0.7755681818181818,2200.0,1310.0,890.0,0.40454545454545454,-1,-1,-1,-1,49086.0,4594.0,53680.0
Thursday,2021-06-24,1219,459,760.0,0.623461853978671,324,236,88.0,0.2716049382716049,1192,471,721.0,0.6048657718120806,1430,676,754.0,0.5272727272727272,352,84,268.0,0.7613636363636364,2200.0,1259.0,941.0,0.42772727272727273,-1,-1,-1,-1,55958.0,5791.0,61749.0
Friday,2021-06-25,1219,1219,0.0,0.0,324,324,0.0,0.0,1192,1192,0.0,0.0,1430,1430,0.0,0.0,352,352,0.0,0.0,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,72567.0,4835.0,77402.0
Saturday,2021-06-26,1219,575,644.0,0.5283018867924528,324,242,82.0,0.25308641975308643,1192,667,525.0,0.44043624161073824,1430,579,851.0,0.5951048951048951,352,86,266.0,0.7556818181818182,2200.0,1464.0,736.0,0.33454545454545453,-1,-1,-1,-1,46258.0,4098.0,50356.0
Sunday,2021-06-27,1219,625,594.0,0.48728465955701394,324,182,142.0,0.4382716049382716,1192,376,816.0,0.6845637583892618,1430,827,603.0,0.4216783216783217,352,111,241.0,0.6846590909090909,2200.0,1227.0,973.0,0.44227272727272726,-1,-1,-1,-1,66898.0,8453.0,75351.0
Monday,2021-06-28,1219,771,448.0,0.3675143560295324,324,138,186.0,0.5740740740740741,1192,590,602.0,0.5050335570469798,1430,809,621.0,0.4342657342657343,352,55,297.0,0.84375,2200.0,1475.0,725.0,0.32954545454545453,-1,-1,-1,-1,75255.0,11375.0,86630.0
Tuesday,2021-06-29,1219,648,571.0,0.46841673502871206,324,247,77.0,0.23765432098765432,1192,462,730.0,0.6124161073825504,1430,720,710.0,0.4965034965034965,352,71,281.0,0.7982954545454546,2200.0,1255.0,945.0,0.42954545454545456,-1,-1,-1,-1,57680.0,8278.0,65958.0
Wednesday,2021-06-30,1219,570,649.0,0.5324036095159967,324,240,84.0,0.25925925925925924,1192,355,837.0,0.7021812080536913,1430,478,952.0,0.6657342657342658,352,101,251.0,0.7130681818181818,2200.0,1372.0,828.0,0.37636363636363634,-1,-1,-1,-1,60571.0,7388.0,67959.0
Thursday,2021-07-01,1219,869,350.0,0.2871205906480722,324,270,54.0,0.16666666666666666,1192,269,923.0,0.7743288590604027,1430,344,1086.0,0.7594405594405594,352,295,57.0,0.16193181818181818,2200.0,1392.0,808.0,0.36727272727272725,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2021-07-02,1219,791,428.0,0.35110746513535684,324,262,62.0,0.19135802469135801,1192,384,808.0,0.6778523489932886,1430,479,951.0,0.6650349650349651,352,212,140.0,0.3977272727272727,2200.0,1271.0,929.0,0.4222727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2021-07-03,1219,637,582.0,0.4774405250205086,324,238,86.0,0.2654320987654321,1192,370,822.0,0.6895973154362416,1430,463,967.0,0.6762237762237763,352,141,211.0,0.5994318181818182,2200.0,1109.0,1091.0,0.4959090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2021-07-04,1219,615,604.0,0.49548810500410173,324,247,77.0,0.23765432098765432,1192,511,681.0,0.5713087248322147,1430,629,801.0,0.5601398601398602,352,45,307.0,0.8721590909090909,2200.0,853.0,1347.0,0.6122727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2021-07-05,1219,789,430.0,0.3527481542247744,324,26,298.0,0.9197530864197531,1192,428,764.0,0.6409395973154363,1430,531,899.0,0.6286713286713287,352,54,298.0,0.8465909090909091,2200.0,1195.0,1005.0,0.45681818181818185,-1,-1,-1,-1,0.0,0.0,0.0
